Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability
Toll Free 1800 41 99099," Balkum, Thane, Mumbai",1.85 Crore,"20,464",Carpet area: 904 (83.98 sq.m.),2.0,2.0,20th  ,0 to 1 Year Old, Ready to move
Laabh Pehla Ghar Shubh Sanket Complex ,"000, Ghodbunder Road, Thane, Mumbai",43 Lac,"10,462",Carpet area: 411 (38.18 sq.m.),1.0,1.0,1st  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Balkum, Thane, Mumbai",1.9 Crore,"19,000",Carpet area: 1000 (92.9 sq.m.),2.0,2.0,16th  ,0 to 1 Year Old, Ready to move
Rutu Enclave ,"000, Anand Nagar, Thane, Mumbai",46 Lac,"11,192",Carpet area: 411 (38.18 sq.m.),1.0,1.0,3rd  ,5 to 10 Year Old, Ready to move
Cosmos Jewels ,"000, Anand Nagar, Thane, Mumbai",92 Lac,"13,142",Carpet area: 700 (65.03 sq.m.),2.0,2.0,8th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"601, Naupada, Thane, Mumbai",1.62 Crore,"12,960",Super Built up area 1250(116.13 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 710 sq.ft. (65.96 sq.m.),2.0,2.0,6th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"701, Naupada, Thane, Mumbai",1.7 Crore,"13,600",Super Built up area 1250(116.13 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,7th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"801, Naupada, Thane, Mumbai",1.25 Crore,"10,869",Super Built up area 1150(106.84 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),1.0,2.0,8th  ,0 to 1 Year Old, Ready to move Property
Dharti Ashtavinayak Tower ,"604, Sector 21 Kamothe, Navi Mumbai, Mumbai",87 Lac,"6,641",Super Built up area 1310(121.7 sq.m.)Carpet area: 760 sq.ft. (70.61 sq.m.),2.0,2.0,6th  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099,"000, Kasar vadavali, Thane, Mumbai",53 Lac,"11,777",Carpet area: 450 (41.81 sq.m.),1.0,2.0,4th  ,1 to 5 Year Old, Ready to move
Unique Greens ,"000, kavesar, Thane, Mumbai",63 Lac,"12,600",Carpet area: 500 (46.45 sq.m.),1.0,2.0,12nd  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"000, Thane West, Thane, Mumbai",55 Lac,"12,790",Carpet area: 430 (39.95 sq.m.),1.0,2.0,15th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"000, Thane West, Thane, Mumbai",54 Lac,"12,705",Carpet area: 425 (39.48 sq.m.),1.0,2.0,5th  ,1 to 5 Year Old, Ready to move
Puraniks Hometown ,"000, Kasar vadavali, Thane, Mumbai",54 Lac,"11,250",Carpet area: 480 (44.59 sq.m.),1.0,1.0,2nd  ,1 to 5 Year Old, Ready to move
Shree Sankalp ,"000, Kasar vadavali, Thane, Mumbai",92 Lac,"14,153",Carpet area: 650 (60.39 sq.m.),2.0,2.0,6th  ,1 to 5 Year Old, Ready to move
Neelkanth Gardens ,"Neelkanth Gardens Chs Ltd Opp Jain Temple Govandi East Mumbai 400088, Chembur East, Mumbai Harbour, Mumbai",2.55 Crore,"25,500",Super Built up area 1000(92.9 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 765 sq.ft. (71.07 sq.m.),2.0,2.0,3rd  ,10+ Year Old, Ready to move
Vijaya Heritage ,"Vijaya Heritage Road No. 11 Central Avenue Road Central Avenue Road Chembur East Mumbai, Chembur, Mumbai Harbour, Mumbai",3.85 Crore,"26,551",Super Built up area 1450(134.71 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,9th  ,5 to 10 Year Old, Ready to move
Imperial Heights ," Goregaon West, Mumbai Andheri-Dahisar, Mumbai",3.4 Crore,"23,529",Carpet area: 1445 (134.24 sq.m.),3.0,4.0,24th  ,1 to 5 Year Old, Ready to move Property
Platinum Emporius ,"500, Sector 17 Ulwe, Navi Mumbai, Mumbai",1.35 Crore,"3,52,388",Carpet area: 38.31 ,2.0,2.0,5th  ,0 to 1 Year Old, Ready to move Property
RC Orchid Apartment ," Sector 21 Ghansoli, Navi Mumbai, Mumbai",72 Lac,"10,285",Super Built up area 700(65.03 sq.m.),1.0,1.0,6th  ,5 to 10 Year Old, Ready to move
Vihan Sunshine Heights ," Sector 15 Ghansoli, Navi Mumbai, Mumbai",85 Lac,"13,076",Super Built up area 650(60.39 sq.m.)Carpet area: 569 sq.ft. (52.86 sq.m.),1.0,1.0,10th  ,1 to 5 Year Old, Ready to move
Avicon Levante ,"800, Sector 17 Ulwe, Navi Mumbai, Mumbai",62 Lac,"8,857",Super Built up area 700(65.03 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1.0,2.0,8th  ,0 to 1 Year Old, Ready to move Property
Pragati Moral Orchid ,"400, Ulwe, Navi Mumbai, Mumbai",55 Lac,"7,801",Super Built up area 705(65.5 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1.0,2.0,4th  ,0 to 1 Year Old, Ready to move Property
Priyanka Unite ,"200, Sector 18 Ulwe, Navi Mumbai, Mumbai",1.23 Crore,"10,933",Super Built up area 1125(104.52 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2.0,2nd  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Hiranandani Meadows, Thane, Mumbai",1.7 Crore,"11,333",Super Built up area 1500(139.35 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2.0,2.0,2nd  ,1 to 5 Year Old, Ready to move Property
Omkar Alta Monte ," Malad East, Mumbai Andheri-Dahisar, Mumbai",2.25 Crore,"24,456",Carpet area: 920 (85.47 sq.m.),2.0,2.0,10th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Sector 21 Ghansoli, Navi Mumbai, Mumbai",75 Lac,"11,078",Super Built up area 677(62.9 sq.m.),1.0,1.0,4th  ,0 to 1 Year Old, Ready to move
The Park Residences ," Oshiwara, Mumbai Andheri-Dahisar, Mumbai",4.5 Crore,"40,358",Carpet area: 1115 (103.59 sq.m.),3.0,3.0,15th  ,0 to 1 Year Old, Ready to move Property
Raheja Acropolis ,"Raheja Acropolis Ii, Sion Trombay Road, Deonar, Chembur, Mumbai, Chembur East, Mumbai Harbour, Mumbai",2.75 Crore,"22,000",Super Built up area 1250(116.13 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),3.0,2.0,3rd  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Sector 15 Ghansoli, Navi Mumbai, Mumbai",1.45 Crore,"12,236",Super Built up area 1185(110.09 sq.m.),2.0,2.0,18th  ,5 to 10 Year Old, Ready to move
RC Orchid Apartment ," Sector 21 Ghansoli, Navi Mumbai, Mumbai",1.15 Crore,"9,200",Super Built up area 1250(116.13 sq.m.),3.0,2.0,10th  ,5 to 10 Year Old, Ready to move
RC Orchid Apartment ," Sector 21 Ghansoli, Navi Mumbai, Mumbai",95 Lac,"9,047",Super Built up area 1050(97.55 sq.m.),2.0,2.0,3rd  ,5 to 10 Year Old, Ready to move
City Century One ," Sector 21 Ghansoli, Navi Mumbai, Mumbai",98 Lac,"11,011",Super Built up area 890(82.68 sq.m.),2.0,2.0,14th  ,1 to 5 Year Old, Ready to move
Shree Ramtanu Narayan Ellite ," Ghansoli, Navi Mumbai, Mumbai",72 Lac,"10,588",Super Built up area 680(63.17 sq.m.),1.0,1.0,5th  ,1 to 5 Year Old, Ready to move
Prabhu Shrine ,"604, Sector 22 Kamothe, Navi Mumbai, Mumbai",55 Lac,"12,222",Carpet area: 450 (41.81 sq.m.),1.0,1.0,6th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Taloja, Navi Mumbai, Mumbai",30 Lac,"6,976",Carpet area: 430 (39.95 sq.m.),1.0,2.0,2nd  ,0 to 1 Year Old, Ready to move Property
Gami Amar Harmony ," Taloja Panchanand, Navi Mumbai, Mumbai",39 Lac,"5,627",Super Built up area 693(64.38 sq.m.)Carpet area: 420 sq.ft. (39.02 sq.m.),1.0,2.0,14th  ,1 to 5 Year Old, Ready to move Property
Paradise Sai Riverdale ," Taloja Panchanand, Navi Mumbai, Mumbai",82 Lac,"7,354",Super Built up area 1115(103.59 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2.0,19th  ,1 to 5 Year Old, Ready to move Property
Paradise Sai Riverdale ," Taloja Panchanand, Navi Mumbai, Mumbai",49 Lac,"7,101",Super Built up area 690(64.1 sq.m.)Carpet area: 430 sq.ft. (39.95 sq.m.),1.0,2.0,12nd  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Siddheshwar Garden Kolshet Road Near D Mart, Dhokali, Thane, Mumbai",1.19 Crore,"16,760",Carpet area: 710 (65.96 sq.m.),2.0,2.0,11st  ,1 to 5 Year Old, Ready to move Property
Terraform Everest World ,"Everest World Kolshet Road, Dokali Pada, Thane, Mumbai",1.42 Crore,"15,955",Carpet area: 890 (82.68 sq.m.),3.0,2.0,12nd  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Kalpataru Sunrise, Kolshet Road, Thane, Mumbai",2.35 Crore,"21,779",Super Built up area 1675(155.61 sq.m.)Built Up area: 1660 sq.ft. (154.22 sq.m.)Carpet area: 1079 sq.ft. (100.24 sq.m.),3.0,3.0,8th  ,1 to 5 Year Old, Ready to move Property
Lodha Amara ,"Lodha Amara Thane W, Kolshet Road, Thane, Mumbai",1.57 Crore,"16,526",Super Built up area 1450(134.71 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),3.0,3.0,28th  ,0 to 1 Year Old, Ready to move Property
Neelsidhi Tower ,"Sector 12, Sector 12 Vashi, Navi Mumbai, Mumbai",2.75 Crore,"27,500",Carpet area: 1000 (92.9 sq.m.),3.0,3.0,1st  ,10+ Year Old, Ready to move
Lodha Amara ,"Lodha Amara, Kolshet Road, Thane, Mumbai",1 Crore,"14,880",Carpet area: 672 (62.43 sq.m.),2.0,2.0,12nd  ,0 to 1 Year Old, Ready to move Property
Runwal Forests ,"Near Mangatram Petrol Pump, Kanjurmarg West, Kanjur marg west, Central Mumbai suburbs, Mumbai",3.1 Crore,"23,882",Super Built up area 1298(120.59 sq.m.)Built Up area: 1098 sq.ft. (102.01 sq.m.)Carpet area: 983 sq.ft. (91.32 sq.m.),3.0,2.0,24th  ,0 to 1 Year Old, Ready to move Property
Godrej The Trees ,"Phirojshanagar Vikhroli East, Vikhroli East, Central Mumbai suburbs, Mumbai",11 Crore,"44,897",Super Built up area 2450(227.61 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4.0,4.0,17th  ,0 to 1 Year Old, Ready to move Property
Runwal Forests ,"Near Mangatram Petrol Pump, Kanjurmarg West, Kanjur marg west, Central Mumbai suburbs, Mumbai",2.9 Crore,"22,342",Super Built up area 1298(120.59 sq.m.)Built Up area: 1089 sq.ft. (101.17 sq.m.)Carpet area: 983 sq.ft. (91.32 sq.m.),3.0,2.0,36th  ,0 to 1 Year Old, Ready to move Property
Runwal Forests ,"Near Mangatram Petrol Pump, Kanjurmarg West, Kanjur marg west, Central Mumbai suburbs, Mumbai",3.25 Crore,"25,038",Super Built up area 1298(120.59 sq.m.)Built Up area: 1198 sq.ft. (111.3 sq.m.)Carpet area: 1081 sq.ft. (100.43 sq.m.),3.0,3.0,38th  ,0 to 1 Year Old, Ready to move Property
Runwal Forests ,"Near Mangatram Petrol Pump, Kanjurmarg West, Kanjur marg west, Central Mumbai suburbs, Mumbai",3.29 Crore,"25,346",Super Built up area 1298(120.59 sq.m.)Built Up area: 1098 sq.ft. (102.01 sq.m.)Carpet area: 983 sq.ft. (91.32 sq.m.),3.0,3.0,22nd  ,0 to 1 Year Old, Ready to move Property
Runwal Forests ,"Near Mangtram Petrol Pump, Kanjur marg west, Central Mumbai suburbs, Mumbai",3 Crore,"26,431",Super Built up area 1135(105.44 sq.m.)Built Up area: 1085 sq.ft. (100.8 sq.m.)Carpet area: 983 sq.ft. (91.32 sq.m.),3.0,2.0,28th  ,0 to 1 Year Old, Ready to move Property
Godrej The Trees ,"Pirojshanagar,vikhroli East, Vikhroli East, Central Mumbai suburbs, Mumbai",3.4 Crore,"36,170",Super Built up area 940(87.33 sq.m.)Built Up area: 877 sq.ft. (81.48 sq.m.)Carpet area: 777 sq.ft. (72.19 sq.m.),2.0,2.0,13rd  ,0 to 1 Year Old, Ready to move Property
Godrej The Trees ,"Pirojshanagar, Vikhroli East, Vikhroli East, Central Mumbai suburbs, Mumbai",4.35 Crore,"38,839",Super Built up area 1120(104.05 sq.m.)Built Up area: 1060 sq.ft. (98.48 sq.m.)Carpet area: 959 sq.ft. (89.09 sq.m.),3.0,2.0,10th  ,0 to 1 Year Old, Ready to move Property
Godrej The Trees ,"Pirojshah Nagar,vikhroli East, Vikhroli East, Central Mumbai suburbs, Mumbai",1.72 Crore,"26,875",Super Built up area 640(59.46 sq.m.)Built Up area: 590 sq.ft. (54.81 sq.m.)Carpet area: 490 sq.ft. (45.52 sq.m.),1.0,1.0,2nd  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Kapurbawadi, Thane, Mumbai",1.42 Crore,"19,189",Built Up area: 740 (68.75 sq.m.)Carpet area: 661 sq.ft. (61.41 sq.m.),2.0,2.0,8th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Dhokali, Thane, Mumbai",1.41 Crore,"18,951",Built Up area: 744 (69.12 sq.m.)Carpet area: 661 sq.ft. (61.41 sq.m.),2.0,2.0,8th  ,1 to 5 Year Old, Ready to move
Omkar Empire ," Sector 10 Kharghar, Navi Mumbai, Mumbai",1.1 Crore,"8,800",Super Built up area 1250(116.13 sq.m.),2.0,2.0,9th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Kolshet, Thane, Mumbai",1.62 Crore,"17,234",Carpet area: 940 (87.33 sq.m.),2.0,4.0,25th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Sector 36 Kamothe, Navi Mumbai, Mumbai",95 Lac,"8,260",Carpet area: 1150 (106.84 sq.m.),2.0,2.0,7th  ,10+ Year Old, Ready to move
Kalpataru Woodsville ,"Powai, Chandivali, Central Mumbai suburbs, Mumbai",2.45 Crore,"20,657",Super Built up area 1186(110.18 sq.m.)Built Up area: 924 sq.ft. (85.84 sq.m.)Carpet area: 770 sq.ft. (71.54 sq.m.),2.0,2.0,1st  ,0 to 1 Year Old, Ready to move Property
Kalpataru Woodsville ,"Powai, Chandivali, Central Mumbai suburbs, Mumbai",3.8 Crore,"19,947",Super Built up area 1905(176.98 sq.m.)Built Up area: 1540 sq.ft. (143.07 sq.m.)Carpet area: 1239 sq.ft. (115.11 sq.m.),3.0,3.0,1st  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Sector 36 Kamothe, Navi Mumbai, Mumbai",57 Lac,"8,260",Super Built up area 690(64.1 sq.m.),1.0,1.0,1st  ,5 to 10 Year Old, Ready to move
Mhalsa Residency ," Sector 36 Kamothe, Navi Mumbai, Mumbai",1.35 Crore,"10,112",Super Built up area 1335(124.03 sq.m.),3.0,2.0,8th  ,1 to 5 Year Old, Ready to move
Kanakia Zen World ," Kanjur Marg East, Central Mumbai suburbs, Mumbai",2 Crore,"26,595",Super Built up area 935(86.86 sq.m.)Built Up area: 869 sq.ft. (80.73 sq.m.)Carpet area: 752 sq.ft. (69.86 sq.m.),2.0,2.0,2nd  ,5 to 10 Year Old, Ready to move Property
Mhalsa Residency ," Sector 36 Kamothe, Navi Mumbai, Mumbai",90 Lac,"8,571",Super Built up area 1050(97.55 sq.m.),2.0,2.0,12nd  ,5 to 10 Year Old, Ready to move
Dynamic Avenue ," Ulwe, Navi Mumbai, Mumbai",40 Lac,"6,060",Super Built up area 660(61.32 sq.m.),1.0,2.0,4th  ,0 to 1 Year Old, Ready to move
Rajesh Residency ," Sector 36 Kamothe, Navi Mumbai, Mumbai",80 Lac,"7,441",Super Built up area 1075(99.87 sq.m.),2.0,2.0,3rd  ,10+ Year Old, Ready to move
Lodha Luxuria ," Majiwada, Thane, Mumbai",1.98 Crore,"16,966",Carpet area: 1167 (108.42 sq.m.),3.0,3.0,3rd  ,1 to 5 Year Old, Ready to move
Hiranandani Eagleridge ," Hiranandani Estate, Thane, Mumbai",1.72 Crore,"16,195",Built Up area: 1062 (98.66 sq.m.)Carpet area: 708 sq.ft. (65.78 sq.m.),2.0,2.0,25th  ,0 to 1 Year Old, Ready to move
Lodha Luxuria ," Majiwada, Thane, Mumbai",2 Crore,"11,834",Built Up area: 1690 (157.01 sq.m.)Carpet area: 1127 sq.ft. (104.7 sq.m.),3.0,3.0,4th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Anand Nagar, Thane, Mumbai",95 Lac,"10,844",Built Up area: 876 (81.38 sq.m.)Carpet area: 584 sq.ft. (54.26 sq.m.),2.0,2.0,6th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Thane West, Thane, Mumbai",73 Lac,"8,323",Built Up area: 877 (81.48 sq.m.)Carpet area: 585 sq.ft. (54.35 sq.m.),2.0,2.0,5th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"1304, Sector 21 Kamothe, Navi Mumbai, Mumbai",1.15 Crore,"16,911",Carpet area: 680 (63.17 sq.m.),2.0,2.0,14th  ,5 to 10 Year Old, Ready to move Property
Hiranandani Castle Rock ,"Powai, Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",3.25 Crore,"26,422",Super Built up area 1230(114.27 sq.m.)Built Up area: 930 sq.ft. (86.4 sq.m.)Carpet area: 777 sq.ft. (72.19 sq.m.),2.0,2.0,12nd  ,0 to 1 Year Old, Ready to move Property
Gurukrupa Aramus Complex ,"1100, Ulwe, Navi Mumbai, Mumbai",74 Lac,"6,727",Built Up area: 1100 (102.19 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),1.0,1.0,11st  ,0 to 1 Year Old, Ready to move Property
Varsha Balaji Darshan ,"300, Sector 16 Ulwe, Navi Mumbai, Mumbai",1.04 Crore,"9,203",Super Built up area 1130(104.98 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2.0,3rd  ,0 to 1 Year Old, Ready to move Property
Kalpataru Sunrise ,"1111, Balkum, Thane, Mumbai",2.28 Crore,"15,200",Super Built up area 1500(139.35 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,3.0,13rd  ,0 to 1 Year Old, Ready to move
Kalpataru Sunrise ,"1111, Balkum, Thane, Mumbai",2.25 Crore,"15,000",Super Built up area 1500(139.35 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3.0,3.0,11st  ,1 to 5 Year Old, Ready to move
Kalpataru Sunrise ,"1111, Balkum, Thane, Mumbai",98 Lac,"9,800",Super Built up area 1000(92.9 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 530 sq.ft. (49.24 sq.m.),2.0,2.0,22nd  ,1 to 5 Year Old, Ready to move
Kalpataru Sunrise ,"1111, Balkum, Thane, Mumbai",99 Lac,"9,900",Super Built up area 1000(92.9 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 530 sq.ft. (49.24 sq.m.),2.0,2.0,7th  ,1 to 5 Year Old, Ready to move
Lodha Altia ," Wadala, Mumbai Harbour, Mumbai",2.4 Crore,"37,617",Super Built up area 1057(98.2 sq.m.)Built Up area: 957 sq.ft. (88.91 sq.m.)Carpet area: 638 sq.ft. (59.27 sq.m.),2.0,2.0,29th  ,0 to 1 Year Old, Ready to move
Atlantis ,"1801, Panch Pakhadi, Thane, Mumbai",90 Lac,"15,517",Super Built up area 580(53.88 sq.m.)Built Up area: 560 sq.ft. (52.03 sq.m.)Carpet area: 460 sq.ft. (42.74 sq.m.),1.0,2.0,18th  ,5 to 10 Year Old, Ready to move Property
SKG Vijayashree ," Chembur, Mumbai Harbour, Mumbai",3.75 Crore,"21,126",Super Built up area 1775(164.9 sq.m.)Built Up area: 1425 sq.ft. (132.39 sq.m.)Carpet area: 1120 sq.ft. (104.05 sq.m.),3.0,3.0,2nd  ,5 to 10 Year Old, Ready to move
Sabari Ashiana ,"Sabari Aashiana Chs Ltd Deonar Form Road Mumbai 400088., Chembur East, Mumbai Harbour, Mumbai",4.25 Crore,"26,562",Super Built up area 1600(148.64 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,3.0,4th  ,10+ Year Old, Ready to move
Godrej The Trees ,"Off Eastern Express Highway, Vikhroli East, Vikhroli East, Central Mumbai suburbs, Mumbai",4.4 Crore,"31,473",Super Built up area 1398(129.88 sq.m.)Built Up area: 1298 sq.ft. (120.59 sq.m.)Carpet area: 959 sq.ft. (89.09 sq.m.),3.0,2.0,12nd  ,0 to 1 Year Old, Ready to move Property
Luxora Crystal Spires ," Manpada, Thane, Mumbai",3.95 Crore,"22,067",Built Up area: 2500 (232.26 sq.m.)Carpet area: 1790 sq.ft. (166.3 sq.m.),3.0,3.0,3rd  ,0 to 1 Year Old, Ready to move
Sheth Auris Ilaria ,"2609, Malad West, Mumbai Andheri-Dahisar, Mumbai",1.69 Crore,"16,820",Super Built up area 1006(93.46 sq.m.)Built Up area: 799 sq.ft. (74.23 sq.m.)Carpet area: 592 sq.ft. (55 sq.m.),2.0,2.0,29th  ,0 to 1 Year Old, Ready to move Property
Bhoomi Celestia ,"Malad (West), Malad West, Mumbai Andheri-Dahisar, Mumbai",6.99 Crore,"24,831",Super Built up area 2815(261.52 sq.m.)Built Up area: 2234 sq.ft. (207.55 sq.m.)Carpet area: 1655 sq.ft. (153.75 sq.m.),4.0,5.0,20th  ,0 to 1 Year Old, Ready to move Property
Bhoomi Celestia ,"Malad (West), Malad West, Mumbai Andheri-Dahisar, Mumbai",5.5 Crore,"24,129",Super Built up area 2279(211.73 sq.m.)Built Up area: 1757 sq.ft. (163.23 sq.m.)Carpet area: 1302 sq.ft. (120.96 sq.m.),3.0,3.0,20th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"1111, Sector 21 Kamothe, Navi Mumbai, Mumbai",88 Lac,"13,235",Carpet area: 680 (63.17 sq.m.),2.0,2.0,11st  ,5 to 10 Year Old, Ready to move Property
SK Imperial Heights ,"Mira Road, Mira Road, Mira Road And Beyond, Mumbai",68.75 Lac,"9,353",Super Built up area 735(68.28 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 490 sq.ft. (45.52 sq.m.),1.0,2.0,1st  ,0 to 1 Year Old, Ready to move Property
Strawberry ONYX ,"Mira Road East, Mira Road East, Mira Road And Beyond, Mumbai",82.5 Lac,"8,918",Super Built up area 925(85.94 sq.m.)Built Up area: 875 sq.ft. (81.29 sq.m.)Carpet area: 660 sq.ft. (61.32 sq.m.),2.0,2.0,1st  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"888, Sector 21 Kamothe, Navi Mumbai, Mumbai",90 Lac,"13,274",Super Built up area 1070(99.41 sq.m.)Carpet area: 678 sq.ft. (62.99 sq.m.),2.0,2.0,8th  ,5 to 10 Year Old, Ready to move Property
Rajesh Presidency ," Sector 3 Ulwe, Navi Mumbai, Mumbai",1.4 Crore,"8,750",Super Built up area 1600(148.64 sq.m.),3.0,3.0,5th  ,0 to 1 Year Old, Ready to move
SK Imperial Heights ,"Mira Road, Mira Road, Mira Road And Beyond, Mumbai",1 Crore,"9,279",Super Built up area 1075(99.87 sq.m.)Built Up area: 875 sq.ft. (81.29 sq.m.)Carpet area: 690 sq.ft. (64.1 sq.m.),2.0,2.0,2nd  ,0 to 1 Year Old, Ready to move Property
Hiranandani Estate Brentford ,"302, Ghodbunder Road, Thane, Mumbai",85 Lac,"22,972",Carpet area: 370 (34.37 sq.m.),1.0,1.0,3rd  ,10+ Year Old, Ready to move Property
Umiya Oasis ,"Mira Road, Mira Road, Mira Road And Beyond, Mumbai",64.5 Lac,"9,020",Super Built up area 715(66.43 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 490 sq.ft. (45.52 sq.m.),1.0,2.0,15th  ,0 to 1 Year Old, Ready to move Property
Sahakar Premier ,"Mira Road East, Mira Road East, Mira Road And Beyond, Mumbai",82.5 Lac,"7,674",Super Built up area 1075(99.87 sq.m.)Built Up area: 875 sq.ft. (81.29 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,2nd  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Mira Road East, Mira Road East, Mira Road And Beyond, Mumbai",83.5 Lac,"7,695",Super Built up area 1085(100.8 sq.m.)Built Up area: 860 sq.ft. (79.9 sq.m.)Carpet area: 660 sq.ft. (61.32 sq.m.),2.0,2.0,5th  ,0 to 1 Year Old, Ready to move Property
Janki Legacy ,"Ramdev Park, Ramdev Park, Mira Road And Beyond, Mumbai",63.5 Lac,"8,639",Super Built up area 735(68.28 sq.m.)Built Up area: 595 sq.ft. (55.28 sq.m.)Carpet area: 442 sq.ft. (41.06 sq.m.),1.0,2.0,5th  ,0 to 1 Year Old, Ready to move Property
RNA NG Silver Spring ,"Mira Road East, Mira Road East, Mira Road And Beyond, Mumbai",89.99 Lac,"8,218",Super Built up area 1095(101.73 sq.m.)Built Up area: 880 sq.ft. (81.75 sq.m.)Carpet area: 680 sq.ft. (63.17 sq.m.),2.0,2.0,5th  ,0 to 1 Year Old, Ready to move Property
Shree Tirupati Riviera ,"Siddheshwar Garden Kolshet Road, Thane West, Thane, Mumbai",1.29 Crore,"14,494",Super Built up area 1290(119.84 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 890 sq.ft. (82.68 sq.m.),3.0,2.0,7th  ,1 to 5 Year Old, Ready to move Property
Kalpataru Sunrise ,"Kalpataru Sunrise, Kolshet Road, Thane, Mumbai",1.34 Crore,"17,516",Carpet area: 765 (71.07 sq.m.),2.0,2.0,6th  ,0 to 1 Year Old, Ready to move Property
Lodha Amara ,"Lodha Amara 2bhk, Kolshet Road, Thane, Mumbai",98 Lac,"14,583",Carpet area: 672 (62.43 sq.m.),2.0,2.0,15th  ,0 to 1 Year Old, Ready to move Property
Lodha Amara ,"Lodha Amara, Kolshet Road, Thane, Mumbai",1.57 Crore,"16,439",Carpet area: 955 (88.72 sq.m.),3.0,3.0,23rd  ,0 to 1 Year Old, Ready to move Property
Tulsi Aura ," Sector 8 Ghansoli, Navi Mumbai, Mumbai",80 Lac,"12,598",Super Built up area 635(58.99 sq.m.)Carpet area: 425 sq.ft. (39.48 sq.m.),1.0,2.0,6th  ,1 to 5 Year Old, Ready to move
