Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability,Area_SqFt,Region,Price_Lakh
Rosa Oasis ,0000 Ghodbunder Road Thane Mumbai,1.13 Crore,191818,Carpet Area,2,2,19,1 to 5 Year,Ready To Move,58.91,Road Thane,113.0
Runwal Eirene ,2002 Balkum Thane Mumbai,78 Lac,18396,Carpet Area,1,2,10,0 to 1 Year,Ready To Move,424,Balkum Thane,78.0
Chandiwala Pearl Heights ,Yagna Nagar Mumbai,2.35 Crore,20668,Super Built Up Area,2,2,7,10+ Year,Ready To Move,1137,Yagna Nagar,235.0
Unnamed Property,Sector 5 New Panvel East Navi Mumbai Mumbai,75 Lac,8620,Super Built Up Area,2,2,2,10+ Year,Ready To Move,870,Panvel Navi-Mumbai,75.0
Adelphi Apartment ,Shastri Nagar Mumbai,2.1 Crore,28000,Carpet Area,2,2,6,10+ Year,Ready To Move,750,Shastri Nagar,210.0
Unnamed Property,Sector 36 Kharghar Navi Mumbai Mumbai,39 Lac,10000,Carpet Area,1,2,14,1 to 5 Year,Ready To Move,390,Kharghar Navi-Mumbai,39.0
Unnamed Property,Sector 36 Kharghar Navi Mumbai Mumbai,40 Lac,10256,Carpet Area,1,1,3,1 to 5 Year,Ready To Move,390,Kharghar Navi-Mumbai,40.0
Unnamed Property,Sector 44 Seawoods Navi Mumbai Mumbai,2.1 Crore,10500,Super Built Up Area,3,2,1,5 to 10 Year,Ready To Move,2000,Seawoods Navi-Mumbai,210.0
Sky Pan Apartment ,Shastri Nagar Mumbai,4.25 Crore,35416,Carpet Area,3,3,2,5 to 10 Year,Ready To Move,1200,Shastri Nagar,425.0
Unnamed Property,Sector 20 Airoli Navi Mumbai Mumbai,78 Lac,18571,Carpet Area,1,1,4,10+ Year,Ready To Move,420,Airoli Navi-Mumbai,78.0
Unnamed Property,Sector 20 Airoli Navi Mumbai Mumbai,70 Lac,17948,Carpet Area,1,1,3,10+ Year,Ready To Move,390,Airoli Navi-Mumbai,70.0
Unnamed Property,501 Waghbil Thane Mumbai,76 Lac,10857,Carpet Area,2,2,3,10+ Year,Ready To Move,700,Waghbil Thane,76.0
Unnamed Property,Sector 20 Airoli Navi Mumbai Mumbai,55 Lac,15714,Carpet Area,1,1,2,10+ Year,Ready To Move,350,Airoli Navi-Mumbai,55.0
Group Seven Rushi Heights ,Near By Valentine Complex Malad East Mumbai,1.7 Crore,16190,Super Built Up Area,2,2,23,5 to 10 Year,Ready To Move,1050,Complex Malad,170.0
Unnamed Property,Teen Hath Naka Thane Mumbai,1.1 Crore,15384,Super Built Up Area,2,2,5,1 to 5 Year,Ready To Move,715,Teen-Hath-Naka Thane,110.0
Godrej Platinum ,Pirojshanagar Central Mumbai suburbs Mumbai,8.5 Crore,50000,Carpet Area,4,5,27,1 to 5 Year,Ready To Move,1700,Central Mumbai,850.0
Nine Realcon Glorious Lifestyle ,108 Nalasopara West Mira Road And Beyond Mumbai,39.5 Lac,4647,Super Built Up Area,2,2,1,0 to 1 Year,Ready To Move,850,Mira Road,39.5
Unnamed Property,101 Nalasopara West Mira Road And Beyond Mumbai,52 Lac,4952,Super Built Up Area,2,2,1,0 to 1 Year,Ready To Move,1050,Mira Road,52.0
Marathon Nexzone ,000 Palaspe Phata Navi Mumbai Mumbai,84 Lac,11847,Super Built Up Area,2,2,16,1 to 5 Year,Ready To Move,1215,Phata Navi-Mumbai,84.0
Marathon Nexzone ,000 Palaspe Phata Navi Mumbai Mumbai,85 Lac,11988,Super Built Up Area,2,2,16,1 to 5 Year,Ready To Move,1215,Phata Navi-Mumbai,85.0
Marathon Nexzone ,1001 New Panvel Navi Mumbai Mumbai,70 Lac,7567,Built Up Area,2,2,10,1 to 5 Year,Ready To Move,925,Panvel Navi-Mumbai,70.0
Siddhi Belleza ,701 Kutak Bandhan Navi Mumbai Mumbai,95 Lac,8140,Super Built Up Area,2,2,9,1 to 5 Year,Ready To Move,1167,Bandhan Navi-Mumbai,95.0
City Century One ,Sector 21 Ghansoli Navi Mumbai Mumbai,99 Lac,11123,Super Built Up Area,2,2,14,1 to 5 Year,Ready To Move,890,Ghansoli Navi-Mumbai,99.0
Unnamed Property,201 Panch Pakhadi Thane Mumbai,1.65 Crore,15000,Super Built Up Area,2,2,2,0 to 1 Year,Ready To Move,1100,Pakhadi Thane,165.0
Trishul Symphony ,Sector 19 Kharghar Navi Mumbai Mumbai,1.4 Crore,9621,Super Built Up Area,2,2,7,5 to 10 Year,Ready To Move,1455,Kharghar Navi-Mumbai,140.0
Unnamed Property,Panchpakhadi Thane Thane West Thane Mumbai,2.5 Crore,16666,Super Built Up Area,3,3,1,0 to 1 Year,Ready To Move,1500,Thane Thane,250.0
Paradise Sai World City ,Palspa Pata Panvel Navi Mumbai Mumbai,2.8 Crore,14652,Carpet Area,4,4,29,0 to 1 Year,Ready To Move,1911,Panvel Navi-Mumbai,280.0
Paradise Sai World City ,Palspa Fata Panvel Navi Mumbai Mumbai,1.75 Crore,15909,Carpet Area,3,3,15,0 to 1 Year,Ready To Move,1100,Panvel Navi-Mumbai,175.0
Paradise Sai World City ,Palaspa Fata Panvel Navi Mumbai Mumbai,1.35 Crore,16363,Carpet Area,2,2,15,0 to 1 Year,Ready To Move,825,Panvel Navi-Mumbai,135.0
Aryan Land Breeze ,Sec 10 Sector 10 Kharghar Navi Mumbai Mumbai,94 Lac,8545,Super Built Up Area,2,2,3,5 to 10 Year,Ready To Move,1100,Kharghar Navi-Mumbai,94.0
Hiranandani Rodas Enclave ,Hiranandani Estate Thane Mumbai,3.65 Crore,24333,Carpet Area,4,3,2,5 to 10 Year,Ready To Move,1500,Hiranandani-Estate Thane,365.0
Unnamed Property,12th Sector 14 Koparkhairane Navi Mumbai Mumbai,2.38 Crore,14875,Super Built Up Area,3,3,12,1 to 5 Year,Ready To Move,1600,Koparkhairane Navi-Mumbai,238.0
Unnamed Property,Badlapur West Mumbai Beyond Thane Mumbai,32.79 Lac,5044,Built Up Area,1,1,3,0 to 1 Year,Ready To Move,650,Mumbai Thane,32.8
Unnamed Property,Badlapur West Mumbai Beyond Thane Mumbai,42.56 Lac,4728,Built Up Area,2,2,4,0 to 1 Year,Ready To Move,900,Mumbai Thane,42.6
Unnamed Property,Badlapur Mumbai Beyond Thane Mumbai,30 Lac,4615,Built Up Area,1,1,5,0 to 1 Year,Ready To Move,650,Mumbai Thane,30.0
Shashwat Park 2 ,Badlapur West Mumbai Beyond Thane Mumbai,21 Lac,3387,Built Up Area,1,1,0,1 to 5 Year,Ready To Move,620,Mumbai Thane,21.0
Shashwat Park ,Manjarli Mumbai Beyond Thane Mumbai,21.75 Lac,3425,Built Up Area,1,1,7,1 to 5 Year,Ready To Move,635,Mumbai Thane,21.8
Heramb Park ,Badlapur West Mumbai Beyond Thane Mumbai,20 Lac,3333,Built Up Area,1,1,0,1 to 5 Year,Ready To Move,600,Mumbai Thane,20.0
Heramb Park ,Badlapur West Mumbai Beyond Thane Mumbai,22 Lac,4966,Carpet Area,1,1,7,1 to 5 Year,Ready To Move,443,Mumbai Thane,22.0
Unnamed Property,Neral Mumbai Beyond Thane Mumbai,19 Lac,4634,Carpet Area,1,1,3,0 to 1 Year,Ready To Move,410,Mumbai Thane,19.0
Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,53 Lac,8439,Carpet Area,2,2,5,1 to 5 Year,Ready To Move,628,Dombivli Thane,53.0
Unnamed Property,Dombivli East Thane Mumbai,59 Lac,8600,Carpet Area,2,2,7,1 to 5 Year,Ready To Move,686,Dombivli Thane,59.0
L and T Emerald Isle ,304 Powai Central Mumbai suburbs Mumbai,2.58 Crore,19026,Super Built Up Area,2,2,15,1 to 5 Year,Ready To Move,1356,Central Mumbai,258.0
Unnamed Property,Near Thakur Aspire Thakur Village Mumbai,1.55 Crore,25833,Carpet Area,2,2,16,0 to 1 Year,Ready To Move,600,Thakur Village,155.0
L and T Emerald Isle ,210 Powai Central Mumbai suburbs Mumbai,1.97 Crore,19979,Super Built Up Area,2,2,21,1 to 5 Year,Ready To Move,986,Central Mumbai,197.0
Unnamed Property,Middle Sector 20 Kharghar Navi Mumbai Mumbai,83 Lac,7217,Super Built Up Area,2,2,4,5 to 10 Year,Ready To Move,1150,Kharghar Navi-Mumbai,83.0
Gurukrupa Aramus Complex ,Ulwe Sector 21 Ulwe Navi Mumbai Mumbai,86 Lac,7172,Super Built Up Area,2,2,4,1 to 5 Year,Ready To Move,1199,Ulwe Navi-Mumbai,86.0
Pratik Regalia ,Ulwe Sector 21 Sector 21 Ulwe Navi Mumbai Mumbai,73.5 Lac,6639,Super Built Up Area,2,2,3,1 to 5 Year,Ready To Move,1107,Ulwe Navi-Mumbai,73.5
Yogsiddhi Sumukh Hills ,703 Kandivali East Mumbai,1.65 Crore,26612,Carpet Area,2,2,7,0 to 1 Year,Ready To Move,620,Kandivali Mumbai,165.0
Raunak Unnathi Woods Phase 6 ,Thane West Thane Mumbai,85 Lac,8594,Super Built Up Area,2,2,5,1 to 5 Year,Ready To Move,989,Thane Thane,85.0
Prasham Vishal 2 ,602 Borivali West Mumbai,3.05 Crore,33738,Carpet Area,3,3,6,1 to 5 Year,Ready To Move,904,Borivali Mumbai,305.0
Unnamed Property,Malad West Mumbai,72 Lac,14400,Carpet Area,1,1,5,10+ Year,Ready To Move,500,Malad Mumbai,72.0
Vijay Park ,Kasar vadavali Thane Mumbai,48.5 Lac,8083,Super Built Up Area,1,1,3,10+ Year,Ready To Move,600,Vadavali Thane,48.5
Omkar Alta Monte ,Omkar Alta Monte Malad East Malad East Mumbai,3.18 Crore,25645,Super Built Up Area,3,3,39,0 to 1 Year,Ready To Move,1750,Malad Malad,318.0
Haware Tiara ,Sector 13 Kharghar Navi Mumbai Mumbai,1.7 Crore,10967,Built Up Area,3,3,11,5 to 10 Year,Ready To Move,1550,Kharghar Navi-Mumbai,170.0
Unnamed Property,Kharghar Navi Mumbai Mumbai,92 Lac,7666,Super Built Up Area,2,2,4,10+ Year,Ready To Move,1200,Kharghar Navi-Mumbai,92.0
Sai Ashirwad ,Mira Road Mira Road And Beyond Mumbai,36.5 Lac,10138,Super Built Up Area,1,1,0,10+ Year,Ready To Move,360,Mira Road,36.5
Advance Heights ,Kharghar Navi Mumbai Mumbai,1 Crore,8849,Super Built Up Area,2,2,13,0 to 1 Year,Ready To Move,1130,Kharghar Navi-Mumbai,100.0
Unnamed Property,Ghotkamp Koyana Vele Navi Mumbai Mumbai,45 Lac,7500,Carpet Area,2,2,2,0 to 1 Year,Ready To Move,600,Vele Navi-Mumbai,45.0
Siddhivinayak Garima ,Taloja Navi Mumbai Mumbai,32 Lac,8000,Carpet Area,1,2,2,1 to 5 Year,Ready To Move,400,Taloja Navi-Mumbai,32.0
Unnamed Property,Juhu Mumbai South West Mumbai,24 Crore,42105,Super Built Up Area,4,4,1,10+ Year,Ready To Move,5700,Juhu Mumbai,2400.0
Unnamed Property,Juhu Mumbai South West Mumbai,4.5 Crore,30000,Super Built Up Area,3,3,5,5 to 10 Year,Ready To Move,1500,Juhu Mumbai,450.0
Gajora Kalpavruksha Valley ,Sector 23 Taloja Navi Mumbai Mumbai,42 Lac,84,Carpet Area,1,2,1,0 to 1 Year,Ready To Move,49454,Taloja Navi-Mumbai,42.0
Sai Kaveesha ,Taloja Navi Mumbai Mumbai,36 Lac,8571,Carpet Area,1,1,10,0 to 1 Year,Ready To Move,420,Taloja Navi-Mumbai,36.0
Sai Kaveesha ,Taloja Navi Mumbai Mumbai,35 Lac,8313,Carpet Area,1,1,11,0 to 1 Year,Ready To Move,421,Taloja Navi-Mumbai,35.0
Paradise Sai Riverdale ,Taloja Panchanand Navi Mumbai Mumbai,80 Lac,7174,Super Built Up Area,2,2,3,1 to 5 Year,Ready To Move,1115,Panchanand Navi-Mumbai,80.0
Baline Residency ,Taloja Panchanand Navi Mumbai Mumbai,75 Lac,7352,Super Built Up Area,2,2,3,1 to 5 Year,Ready To Move,1020,Panchanand Navi-Mumbai,75.0
Baline Residency ,Taloja Panchanand Navi Mumbai Mumbai,75 Lac,6521,Super Built Up Area,2,2,2,1 to 5 Year,Ready To Move,1150,Panchanand Navi-Mumbai,75.0
Unnamed Property,Dahisar West Mumbai,1.46 Crore,27238,Carpet Area,2,2,1,1 to 5 Year,Ready To Move,536,Dahisar Mumbai,146.0
Unnamed Property,Borivali West Mumbai,1.62 Crore,28672,Carpet Area,2,2,13,0 to 1 Year,Ready To Move,565,Borivali Mumbai,162.0
Unnamed Property,Borivali West Mumbai,1.05 Crore,23333,Carpet Area,1,1,2,10+ Year,Ready To Move,450,Borivali Mumbai,105.0
Unnamed Property,Vazira Mumbai,1.1 Crore,27500,Carpet Area,1,1,6,5 to 10 Year,Ready To Move,400,Vazira Mumbai,110.0
Mallhar Bhimashankar Heights ,Kandarpada Mumbai,1.95 Crore,26566,Carpet Area,2,3,19,0 to 1 Year,Ready To Move,734,Kandarpada Mumbai,195.0
Omkar Vive ,kurla west Central Mumbai suburbs Mumbai,1.05 Crore,25672,Carpet Area,1,1,2,0 to 1 Year,Ready To Move,409,Central Mumbai,105.0
Ventures Residency ,123 Kharghar Navi Mumbai Mumbai,90 Lac,7317,Super Built Up Area,2,2,11,5 to 10 Year,Ready To Move,1230,Kharghar Navi-Mumbai,90.0
Bhoomi Park ,302 Jankalyan Nagar Mumbai,88 Lac,14080,Super Built Up Area,1,2,3,10+ Year,Ready To Move,625,Jankalyan Nagar,88.0
Silicon Park ,1401 Jankalyan Nagar Mumbai,90 Lac,12857,Super Built Up Area,1,2,14,1 to 5 Year,Ready To Move,700,Jankalyan Nagar,90.0
Gurukrupa Marina Enclave ,1301 Malad West Mumbai,1.05 Crore,23230,Carpet Area,1,2,13,1 to 5 Year,Ready To Move,452,Malad Mumbai,105.0
Gurukrupa Marina Enclave ,1202 Malad West Mumbai,1.42 Crore,22257,Carpet Area,2,2,12,0 to 1 Year,Ready To Move,638,Malad Mumbai,142.0
Gurukrupa Marina Enclave ,1201 Malad West Mumbai,1.41 Crore,22204,Carpet Area,2,2,12,0 to 1 Year,Ready To Move,635,Malad Mumbai,141.0
Gurukrupa Marina Enclave ,1203 Malad West Mumbai,1.55 Crore,24409,Carpet Area,2,2,12,0 to 1 Year,Ready To Move,635,Malad Mumbai,155.0
Gurukrupa Marina Enclave ,1204 Malad West Mumbai,2.02 Crore,24105,Carpet Area,3,3,12,0 to 1 Year,Ready To Move,838,Malad Mumbai,202.0
Bhoomi Park ,901 Jankalyan Nagar Mumbai,1.85 Crore,15416,Super Built Up Area,3,3,9,10+ Year,Ready To Move,1200,Jankalyan Nagar,185.0
Tricity Symphony ,Sector 35 Kharghar Navi Mumbai Mumbai,90 Lac,8333,Super Built Up Area,2,2,5,5 to 10 Year,Ready To Move,1080,Kharghar Navi-Mumbai,90.0
Royal Oasis ,1302 Jankalyan Nagar Mumbai,1.41 Crore,21001,Carpet Area,2,2,13,5 to 10 Year,Ready To Move,669,Jankalyan Nagar,141.0
Royal Oasis ,902 Jankalyan Nagar Mumbai,1.35 Crore,22500,Carpet Area,2,2,9,5 to 10 Year,Ready To Move,600,Jankalyan Nagar,135.0
Royal Oasis ,805 Jankalyan Nagar Mumbai,1.4 Crore,23333,Carpet Area,2,2,8,5 to 10 Year,Ready To Move,600,Jankalyan Nagar,140.0
Ahuja Sea Shell Apartment ,Sector 8 Charkop Mumbai,1.28 Crore,18962,Carpet Area,2,2,2,10+ Year,Ready To Move,675,Charkop Mumbai,128.0
Sunteck City Avenue 1 ,1903 Goregaon West Mumbai,2.39 Crore,19916,Super Built Up Area,2,2,19,0 to 1 Year,Ready To Move,1200,Goregaon Mumbai,239.0
Yashwant Arcade CHS ,Koparkhairane Navi Mumbai Mumbai,96 Lac,14769,Carpet Area,2,2,2,5 to 10 Year,Ready To Move,650,Koparkhairane Navi-Mumbai,96.0
Triveni Laurel ,1652 Gauripada Mumbai Beyond Thane Mumbai,1.05 Crore,9083,Super Built Up Area,2,2,15,5 to 10 Year,Ready To Move,1156,Mumbai Thane,105.0
Unnamed Property,6542 Khadakpada Mumbai Beyond Thane Mumbai,1.22 Crore,7896,Built Up Area,3,3,9,5 to 10 Year,Ready To Move,1545,Mumbai Thane,122.0
Kings Court by TCJ Realty ,1235 Kalyan West Mumbai Beyond Thane Mumbai,82 Lac,7008,Super Built Up Area,2,2,3,5 to 10 Year,Ready To Move,1170,Mumbai Thane,82.0
Tharwani Riverdale ,2356 Khadakpada Mumbai Beyond Thane Mumbai,75 Lac,6637,Super Built Up Area,2,2,2,5 to 10 Year,Ready To Move,1130,Mumbai Thane,75.0
Mohan Highlands ,Katrap Mumbai Beyond Thane Mumbai,60 Lac,4511,Built Up Area,3,3,3,1 to 5 Year,Ready To Move,1330,Mumbai Thane,60.0
Unnamed Property,secter 7 koparkhairne Navi Mumbai Mumbai,1.1 Crore,10476,Super Built Up Area,2,2,0,5 to 10 Year,Ready To Move,1050,Koparkhairne Navi-Mumbai,110.0
Deep Manohar Shreeji Nirvana ,Badlapur East Mumbai Beyond Thane Mumbai,37 Lac,4625,Built Up Area,2,2,1,1 to 5 Year,Ready To Move,800,Mumbai Thane,37.0
Satyam Paradise ,Katrap Mumbai Beyond Thane Mumbai,37 Lac,4228,Built Up Area,2,2,6,5 to 10 Year,Ready To Move,875,Mumbai Thane,37.0
Unnamed Property,1234 Tilak chowk Mumbai Beyond Thane Mumbai,95 Lac,10270,Built Up Area,2,2,6,1 to 5 Year,Ready To Move,925,Mumbai Thane,95.0
Unnamed Property,4532 Adharwadi Mumbai Beyond Thane Mumbai,1.72 Crore,5733,Built Up Area,4,4,14,10+ Year,Ready To Move,3000,Mumbai Thane,172.0
Unnamed Property,Vile Parle East Mumbai South West Mumbai,4.03 Crore,32162,Built Up Area,3,3,10,0 to 1 Year,Ready To Move,1253,Parle Mumbai,403.0
Maghnani Euphoria ,Near New Daily Mart Sector 18 Ulwe Navi Mumbai Mumbai,53.51 Lac,7611,Super Built Up Area,1,2,1,0 to 1 Year,Ready To Move,703,Ulwe Navi-Mumbai,53.5
Unnamed Property,Near Ramseth Thakur Sports Complex Sector 16 Ulwe Navi Mumbai Mumbai,70 Lac,7000,Super Built Up Area,2,2,2,0 to 1 Year,Ready To Move,1000,Ulwe Navi-Mumbai,70.0
Lodha Aurum Grande ,Kanjur Marg East Central Mumbai suburbs Mumbai,2.1 Crore,26415,Carpet Area,2,2,33,1 to 5 Year,Ready To Move,795,Central Mumbai,210.0
Arkade Earth ,Kanjur Marg East Central Mumbai suburbs Mumbai,1.98 Crore,17647,Super Built Up Area,2,2,19,0 to 1 Year,Ready To Move,1122,Central Mumbai,198.0
Kanakia Hollywood ,Versova Mumbai,7.25 Crore,46774,Carpet Area,4,4,15,1 to 5 Year,Ready To Move,1550,Versova Mumbai,725.0
Unnamed Property,Bandra East Mumbai South West Mumbai,1.05 Crore,27631,Carpet Area,1,1,3,10+ Year,Ready To Move,380,Bandra Mumbai,105.0
Cosmos Park ,kavesar Thane Mumbai,1.2 Crore,14117,Carpet Area,2,3,7,5 to 10 Year,Ready To Move,850,Kavesar Thane,120.0
Cosmos Park ,kavesar Thane Mumbai,60 Lac,9600,Super Built Up Area,1,2,1,5 to 10 Year,Ready To Move,625,Kavesar Thane,60.0
Cosmos Park ,kavesar Thane Mumbai,85 Lac,14655,Carpet Area,2,2,4,5 to 10 Year,Ready To Move,580,Kavesar Thane,85.0
Evershine Avenue ,Virar West Mira Road And Beyond Mumbai,42 Lac,4285,Super Built Up Area,2,2,1,1 to 5 Year,Ready To Move,980,Mira Road,42.0
Agarwal Solitaire ,Virar West Mira Road And Beyond Mumbai,33 Lac,5365,Super Built Up Area,1,2,6,1 to 5 Year,Ready To Move,625,Mira Road,33.0
Vishwa Hans ,602 Sector 35 Kharghar Navi Mumbai Mumbai,1.17 Crore,14233,Carpet Area,2,2,8,1 to 5 Year,Ready To Move,822,Kharghar Navi-Mumbai,117.0
Vijay Vilas ,kavesar Thane Mumbai,88 Lac,9411,Super Built Up Area,2,2,7,5 to 10 Year,Ready To Move,935,Kavesar Thane,88.0
Unnamed Property,501 Bhandup Village Road Central Mumbai suburbs Mumbai,85 Lac,15740,Built Up Area,1,2,5,10+ Year,Ready To Move,540,Central Mumbai,85.0
Unnamed Property,Bhandup East Central Mumbai suburbs Mumbai,80 Lac,18390,Built Up Area,1,1,6,10+ Year,Ready To Move,435,Central Mumbai,80.0
Orovia Phase 1 ,Hiranandani Estate Thane Mumbai,1.35 Crore,15340,Carpet Area,3,3,15,0 to 1 Year,Ready To Move,880,Hiranandani-Estate Thane,135.0
Trishul Symphony ,Sector 19 Kharghar Navi Mumbai Mumbai,1.74 Crore,8700,Super Built Up Area,3,3,12,1 to 5 Year,Ready To Move,2000,Kharghar Navi-Mumbai,174.0
Rachna Mangala Residency ,Taloja Navi Mumbai Mumbai,80 Lac,6400,Built Up Area,2,2,16,1 to 5 Year,Ready To Move,1250,Taloja Navi-Mumbai,80.0
Unnamed Property,Dombivli West Thane Mumbai,83 Lac,8645,Built Up Area,2,2,5,5 to 10 Year,Ready To Move,960,Dombivli Thane,83.0
Agarwal Lifestyle ,603 Virar West Mira Road And Beyond Mumbai,35.41 Lac,4987,Super Built Up Area,1,2,6,1 to 5 Year,Ready To Move,710,Mira Road,35.4
Bhairaav Gold Crest Residency ,102 Ghansoli Navi Mumbai Mumbai,90 Lac,12987,Super Built Up Area,1,1,10,0 to 1 Year,Ready To Move,693,Ghansoli Navi-Mumbai,90.0
Mahavir Kanti Pride ,Vasai East Mira Road And Beyond Mumbai,40 Lac,10810,Carpet Area,1,1,2,1 to 5 Year,Ready To Move,370,Mira Road,40.0
Unnamed Property,Pokhran 2 Thane Mumbai,72 Lac,18000,Carpet Area,1,1,4,10+ Year,Ready To Move,400,Pokhran Thane,72.0
Goodwill Gardens ,Sector 8 Kharghar Navi Mumbai Mumbai,1.05 Crore,11052,Built Up Area,2,2,1,5 to 10 Year,Ready To Move,950,Kharghar Navi-Mumbai,105.0
Siddharth Geetanjali Sujay ,002 Sector 34 Kharghar Navi Mumbai Mumbai,3.39 Crore,14125,Carpet Area,6,6,6,1 to 5 Year,Ready To Move,2400,Kharghar Navi-Mumbai,339.0
Siddharth Geetanjali Sujay ,001 Sector 34 Kharghar Navi Mumbai Mumbai,1.74 Crore,15130,Super Built Up Area,3,3,9,1 to 5 Year,Ready To Move,1615,Kharghar Navi-Mumbai,174.0
B Chopda Oval Apartments ,000 Kharghar Navi Mumbai Mumbai,1.71 Crore,10490,Super Built Up Area,3,3,9,1 to 5 Year,Ready To Move,1630,Kharghar Navi-Mumbai,171.0
B Chopda Oval Apartments ,000 Kharghar Navi Mumbai Mumbai,3.29 Crore,10281,Super Built Up Area,6,6,28,1 to 5 Year,Ready To Move,3200,Kharghar Navi-Mumbai,329.0
DSS Mahavir Classik ,Mahavir Classik Powai Central Mumbai suburbs Mumbai,1.35 Crore,15883,Super Built Up Area,1,2,8,5 to 10 Year,Ready To Move,850,Central Mumbai,135.0
DSS Mahavir Classik ,Flat No 701 And 702 C Wing Powai Central Mumbai suburbs Mumbai,2.95 Crore,18334,Super Built Up Area,4,4,7,5 to 10 Year,Ready To Move,1500,Central Mumbai,295.0
Swaraj Symphony ,Sector 10 Kharghar Navi Mumbai Mumbai,52 Lac,8125,Built Up Area,1,1,1,5 to 10 Year,Ready To Move,640,Kharghar Navi-Mumbai,52.0
Prachi Residency ,304 Badlapur Mumbai Beyond Thane Mumbai,33 Lac,6875,Carpet Area,2,2,3,0 to 1 Year,Ready To Move,480,Mumbai Thane,33.0
Wadhawa The Nest ,111 DN Nagar Mumbai,5.3 Crore,39849,Carpet Area,3,4,2,0 to 1 Year,Ready To Move,1330,Dn Nagar,530.0
Lodha Fiorenza ,Goregaon East Mumbai,2.97 Crore,33483,Carpet Area,2,2,18,1 to 5 Year,Ready To Move,887,Goregaon Mumbai,297.0
Raj Shreeji Iconic ,Near Panvel Highway Badlapur East Mumbai Beyond Thane Mumbai,26.5 Lac,4608,Built Up Area,1,1,3,0 to 1 Year,Ready To Move,575,Mumbai Thane,26.5
Lodha New Cuffe Parade ,008 Wadala Mumbai Harbour Mumbai,2.79 Crore,29153,Carpet Area,2,2,21,1 to 5 Year,Ready To Move,957,Mumbai Harbour,279.0
Panvelkar Estate ,003 Badlapur East Mumbai Beyond Thane Mumbai,17.75 Lac,3086,Super Built Up Area,1,1,0,1 to 5 Year,Ready To Move,575,Mumbai Thane,17.8
Lodha New Cuffe Parade ,008 Wadala Mumbai Harbour Mumbai,2.87 Crore,30020,Carpet Area,2,2,31,1 to 5 Year,Ready To Move,956,Mumbai Harbour,287.0
Lodha New Cuffe Parade ,008 Wadala Mumbai Harbour Mumbai,2.75 Crore,19713,Super Built Up Area,2,2,26,1 to 5 Year,Ready To Move,1395,Mumbai Harbour,275.0
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,1.24 Crore,8857,Carpet Area,3,3,9,1 to 5 Year,Ready To Move,1400,Panvel Navi-Mumbai,124.0
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,63.5 Lac,7126,Carpet Area,2,2,7,1 to 5 Year,Ready To Move,891,Panvel Navi-Mumbai,63.5
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,61.75 Lac,6930,Carpet Area,2,2,3,1 to 5 Year,Ready To Move,891,Panvel Navi-Mumbai,61.8
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,55.5 Lac,6228,Carpet Area,2,2,10,1 to 5 Year,Ready To Move,891,Panvel Navi-Mumbai,55.5
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,1.26 Crore,7508,Carpet Area,4,4,32,1 to 5 Year,Ready To Move,1678,Panvel Navi-Mumbai,126.0
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,64.5 Lac,7239,Carpet Area,2,2,14,1 to 5 Year,Ready To Move,891,Panvel Navi-Mumbai,64.5
Indiabulls Greens ,Panvel Navi Mumbai Mumbai,87 Lac,5147,Super Built Up Area,3,3,19,0 to 1 Year,Ready To Move,1690,Panvel Navi-Mumbai,87.0
Unnamed Property,Chikuwadi Mumbai,1.55 Crore,25833,Carpet Area,2,2,7,10+ Year,Ready To Move,600,Chikuwadi Mumbai,155.0
Unnamed Property,001 Shirgaon Mumbai Beyond Thane Mumbai,21 Lac,3500,Super Built Up Area,1,1,0,0 to 1 Year,Ready To Move,600,Mumbai Thane,21.0
Shanti Green Palms ,Sector 15 Ghansoli Navi Mumbai Mumbai,2 Crore,12738,Super Built Up Area,3,3,3,1 to 5 Year,Ready To Move,1570,Ghansoli Navi-Mumbai,200.0
City Century One ,Sector 21 Ghansoli Navi Mumbai Mumbai,1.05 Crore,11797,Super Built Up Area,2,2,14,0 to 1 Year,Ready To Move,890,Ghansoli Navi-Mumbai,105.0
City Century One ,Sector 21 Ghansoli Navi Mumbai Mumbai,1.07 Crore,10700,Super Built Up Area,2,2,9,1 to 5 Year,Ready To Move,1000,Ghansoli Navi-Mumbai,107.0
Shanti Green Palms ,Sector 15 Ghansoli Navi Mumbai Mumbai,1.9 Crore,12101,Built Up Area,3,3,7,0 to 1 Year,Ready To Move,1570,Ghansoli Navi-Mumbai,190.0
SD Alpine ,Kandivali East Mumbai,2.75 Crore,30623,Carpet Area,3,2,2,1 to 5 Year,Ready To Move,898,Kandivali Mumbai,275.0
Ajmera New Era ,Kalyan West Mumbai Beyond Thane Mumbai,55 Lac,7735,Super Built Up Area,1,2,11,1 to 5 Year,Ready To Move,711,Mumbai Thane,55.0
Raj Tulsi City ,Badlapur East Mumbai Beyond Thane Mumbai,22 Lac,3577,Super Built Up Area,1,1,4,5 to 10 Year,Ready To Move,615,Mumbai Thane,22.0
