Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability
Unnamed Property," Kharghar, Navi-Mumbai, Mumbai",55 Lac,"8,017",Super Built up area 686(63.73 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1,2,1st  ,5 to 10 Year Old, Ready to move
Siddhi Belleza ," Kutak Bandhan, Navi-Mumbai, Mumbai",94 Lac,"7,932",Super Built up area 1185(110.09 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,9th  ,1 to 5 Year Old, Ready to move
Unnamed Property,"0000, Kalher, Thane, Mumbai",25.03 Lac,"6,075",Carpet area: 412 (38.28 sq.m.),1,2,2nd  ,0 to 1 Year Old, Ready to move
Unnamed Property,"000, Kalher, Thane, Mumbai",27.63 Lac,"4,500",Built Up area: 614 (57.04 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1,1,2nd  ,0 to 1 Year Old, Ready to move
Unnamed Property," Naupada, Thane, Mumbai",1.59 Crore,"23,043",Carpet area: 690 (64.1 sq.m.),2,2,6th  ,0 to 1 Year Old, Ready to move
Kanakia Sevens ,"5 Min Marol Metro Stn Near International Airpot Andheri Kurla Road Marol Andheri East, Marol,  Mumbai",1.84 Crore,"21,621",Super Built up area 1250(116.13 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 851 sq.ft. (79.06 sq.m.),2,2,4th  ,0 to 1 Year Old, Ready to move Property
Rosa Oasis ,"0000, Ghodbunder Road, Thane, Mumbai",1.13 Crore,"1,91,818",Carpet area: 58.91 ,2,2,19th  ,1 to 5 Year Old, Ready to move
Runwal Eirene ,"2002, Balkum, Thane, Mumbai",78 Lac,"18,396",Carpet area: 424 (39.39 sq.m.),1,2,10th  ,0 to 1 Year Old, Ready to move Property
Chandiwala Pearl Heights ," Yagna Nagar,  Mumbai",2.35 Crore,"20,668",Super Built up area 1137(105.63 sq.m.)Built Up area: 1110 sq.ft. (103.12 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,7th  ,10+ Year Old, Ready to move
Unnamed Property," Sector 5 New Panvel East, Navi-Mumbai, Mumbai",75 Lac,"8,620",Super Built up area 870(80.83 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,2nd  ,10+ Year Old, Ready to move
Adelphi Apartment ," Shastri Nagar,  Mumbai",2.1 Crore,"28,000",Carpet area: 750 (69.68 sq.m.),2,2,6th  ,10+ Year Old, Ready to move
Unnamed Property," Sector 36 Kharghar, Navi-Mumbai, Mumbai",39 Lac,"10,000",Carpet area: 390 (36.23 sq.m.),1,2,14th  ,1 to 5 Year Old, Ready to move
Unnamed Property," Sector 36 Kharghar, Navi-Mumbai, Mumbai",40 Lac,"10,256",Carpet area: 390 (36.23 sq.m.),1,1,3rd  ,1 to 5 Year Old, Ready to move
Unnamed Property," Sector 44 Seawoods, Navi-Mumbai, Mumbai",2.1 Crore,"10,500",Super Built up area 2000(185.81 sq.m.),3,2,1st  ,5 to 10 Year Old, Ready to move
Sky Pan Apartment ," Shastri Nagar,  Mumbai",4.25 Crore,"35,416",Carpet area: 1200 (111.48 sq.m.),3,3,2nd  ,5 to 10 Year Old, Ready to move
Unnamed Property," Sector 20 Airoli, Navi-Mumbai, Mumbai",78 Lac,"18,571",Carpet area: 420 (39.02 sq.m.),1,1,4th  ,10+ Year Old, Ready to move
Unnamed Property," Sector 20 Airoli, Navi-Mumbai, Mumbai",70 Lac,"17,948",Carpet area: 390 (36.23 sq.m.),1,1,3rd  ,10+ Year Old, Ready to move
Unnamed Property,"501, Waghbil, Thane, Mumbai",76 Lac,"10,857",Carpet area: 700 (65.03 sq.m.),2,2,3rd  ,10+ Year Old, Ready to move
Unnamed Property," Sector 20 Airoli, Navi-Mumbai, Mumbai",55 Lac,"15,714",Carpet area: 350 (32.52 sq.m.),1,1,2nd  ,10+ Year Old, Ready to move
Group Seven Rushi Heights ,"Near By Valentine Complex, Malad East,  Mumbai",1.7 Crore,"16,190",Super Built up area 1050(97.55 sq.m.)Built Up area: 840 sq.ft. (78.04 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,23rd  ,5 to 10 Year Old, Ready to move
Unnamed Property," Teen-Hath-Naka, Thane, Mumbai",1.1 Crore,"15,384",Super Built up area 715(66.43 sq.m.)Built Up area: 695 sq.ft. (64.57 sq.m.)Carpet area: 512 sq.ft. (47.57 sq.m.),2,2,5th  ,1 to 5 Year Old, Ready to move
Godrej Platinum ," Pirojshanagar, Central Mumbai suburbs, Mumbai",8.5 Crore,"50,000",Carpet area: 1700 (157.94 sq.m.),4,5,27th  ,1 to 5 Year Old, Ready to move
Nine Realcon Glorious Lifestyle ,"108, Nalasopara West, Mira Road And Beyond, Mumbai",39.5 Lac,"4,647",Super Built up area 850(78.97 sq.m.)Built Up area: 780 sq.ft. (72.46 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,1st  ,0 to 1 Year Old, Ready to move
Unnamed Property,"101, Nalasopara West, Mira Road And Beyond, Mumbai",52 Lac,"4,952",Super Built up area 1050(97.55 sq.m.),2,2,1st  ,0 to 1 Year Old, Ready to move
Marathon Nexzone ,"000, Palaspe Phata, Navi-Mumbai, Mumbai",84 Lac,"11,847",Super Built up area 1215(112.88 sq.m.)Built Up area: 1025 sq.ft. (95.23 sq.m.)Carpet area: 709 sq.ft. (65.87 sq.m.),2,2,16th  ,1 to 5 Year Old, Ready to move Property
Marathon Nexzone ,"000, Palaspe Phata, Navi-Mumbai, Mumbai",85 Lac,"11,988",Super Built up area 1215(112.88 sq.m.)Built Up area: 1025 sq.ft. (95.23 sq.m.)Carpet area: 709 sq.ft. (65.87 sq.m.),2,2,16th  ,1 to 5 Year Old, Ready to move Property
Marathon Nexzone ,"1001, New Panvel, Navi-Mumbai, Mumbai",70 Lac,"7,567",Built Up area: 925 (85.94 sq.m.)Carpet area: 626 sq.ft. (58.16 sq.m.),2,2,10th  ,1 to 5 Year Old, Ready to move Property
Siddhi Belleza ,"701, Kutak Bandhan, Navi-Mumbai, Mumbai",95 Lac,"8,140",Super Built up area 1167(108.42 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 760 sq.ft. (70.61 sq.m.),2,2,9th  ,1 to 5 Year Old, Ready to move
City Century One ," Sector 21 Ghansoli, Navi-Mumbai, Mumbai",99 Lac,"11,123",Super Built up area 890(82.68 sq.m.),2,2,14th  ,1 to 5 Year Old, Ready to move
Unnamed Property,"201, Panch Pakhadi, Thane, Mumbai",1.65 Crore,"15,000",Super Built up area 1100(102.19 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,2nd  ,0 to 1 Year Old, Ready to move Property
Trishul Symphony ," Sector 19 Kharghar, Navi-Mumbai, Mumbai",1.4 Crore,"9,621",Super Built up area 1455(135.17 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,7th  ,5 to 10 Year Old, Ready to move Property
Unnamed Property,"Panchpakhadi Thane, Thane West, Thane, Mumbai",2.5 Crore,"16,666",Super Built up area 1500(139.35 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3,3,1st  ,0 to 1 Year Old, Ready to move
Paradise Sai World City ,"Palspa Pata, Panvel, Navi-Mumbai, Mumbai",2.8 Crore,"14,652",Carpet area: 1911 (177.54 sq.m.),4,4,29th  ,0 to 1 Year Old, Ready to move
Paradise Sai World City ,"Palspa Fata, Panvel, Navi-Mumbai, Mumbai",1.75 Crore,"15,909",Carpet area: 1100 (102.19 sq.m.),3,3,15th  ,0 to 1 Year Old, Ready to move
Paradise Sai World City ,"Palaspa Fata, Panvel, Navi-Mumbai, Mumbai",1.35 Crore,"16,363",Carpet area: 825 (76.65 sq.m.),2,2,15th  ,0 to 1 Year Old, Ready to move
Aryan Land Breeze ,"Sec-10, Sector 10 Kharghar, Navi-Mumbai, Mumbai",94 Lac,"8,545",Super Built up area 1100(102.19 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,3rd  ,5 to 10 Year Old, Ready to move
Hiranandani Rodas Enclave ," Hiranandani-Estate, Thane, Mumbai",3.65 Crore,"24,333",Carpet area: 1500 (139.35 sq.m.),4,3,2nd  ,5 to 10 Year Old, Ready to move
Unnamed Property,"12th, Sector 14 Koparkhairane, Navi-Mumbai, Mumbai",2.38 Crore,"14,875",Super Built up area 1600(148.64 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3,3,12nd  ,1 to 5 Year Old, Ready to move Property
Unnamed Property," Badlapur West, Mumbai Beyond Thane, Mumbai",32.79 Lac,"5,044",Built Up area: 650 (60.39 sq.m.),1,1,3rd  ,0 to 1 Year Old, Ready to move
Unnamed Property," Badlapur West, Mumbai Beyond Thane, Mumbai",42.56 Lac,"4,728",Built Up area: 900 (83.61 sq.m.),2,2,4th  ,0 to 1 Year Old, Ready to move
Unnamed Property," Badlapur, Mumbai Beyond Thane, Mumbai",30 Lac,"4,615",Built Up area: 650 (60.39 sq.m.),1,1,5th  ,0 to 1 Year Old, Ready to move
Shashwat Park 2 ," Badlapur West, Mumbai Beyond Thane, Mumbai",21 Lac,"3,387",Built Up area: 620 (57.6 sq.m.),1,1,Ground,1 to 5 Year Old, Ready to move
Shashwat Park ," Manjarli, Mumbai Beyond Thane, Mumbai",21.75 Lac,"3,425",Built Up area: 635 (58.99 sq.m.),1,1,7th  ,1 to 5 Year Old, Ready to move
Heramb Park ," Badlapur West, Mumbai Beyond Thane, Mumbai",20 Lac,"3,333",Built Up area: 600 (55.74 sq.m.)Carpet area: 436 sq.ft. (40.51 sq.m.),1,1,Ground,1 to 5 Year Old, Ready to move
Heramb Park ," Badlapur West, Mumbai Beyond Thane, Mumbai",22 Lac,"4,966",Carpet area: 443 (41.16 sq.m.),1,1,7th  ,1 to 5 Year Old, Ready to move
Unnamed Property," Neral, Mumbai Beyond Thane, Mumbai",19 Lac,"4,634",Carpet area: 410 (38.09 sq.m.),1,1,3rd  ,0 to 1 Year Old, Ready to move
Lodha Casa Bella Gold ," Dombivli East Thane, Mumbai",53 Lac,"8,439",Carpet area: 628 (58.34 sq.m.),2,2,5th  ,1 to 5 Year Old, Ready to move
Unnamed Property," Dombivli East Thane, Mumbai",59 Lac,"8,600",Carpet area: 686 (63.73 sq.m.),2,2,7th  ,1 to 5 Year Old, Ready to move
L and T Emerald Isle ,"304, Powai, Central Mumbai suburbs, Mumbai",2.58 Crore,"19,026",Super Built up area 1356(125.98 sq.m.)Carpet area: 803 sq.ft. (74.6 sq.m.),2,2,15th  ,1 to 5 Year Old, Ready to move
Unnamed Property,"Near Thakur Aspire, Thakur Village,  Mumbai",1.55 Crore,"25,833",Carpet area: 600 (55.74 sq.m.),2,2,16th  ,0 to 1 Year Old, Ready to move Property
L and T Emerald Isle ,"210, Powai, Central Mumbai suburbs, Mumbai",1.97 Crore,"19,979",Super Built up area 986(91.6 sq.m.)Built Up area: 880 sq.ft. (81.75 sq.m.)Carpet area: 645 sq.ft. (59.92 sq.m.),2,2,21st  ,1 to 5 Year Old, Ready to move
Unnamed Property,"Middle, Sector 20 Kharghar, Navi-Mumbai, Mumbai",83 Lac,"7,217",Super Built up area 1150(106.84 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,4th  ,5 to 10 Year Old, Ready to move
Gurukrupa Aramus Complex ,"Ulwe Sector 21, Ulwe, Navi-Mumbai, Mumbai",86 Lac,"7,172",Super Built up area 1199(111.39 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,4th  ,1 to 5 Year Old, Ready to move
Pratik Regalia ,"Ulwe Sector 21, Sector 21 Ulwe, Navi-Mumbai, Mumbai",73.5 Lac,"6,639",Super Built up area 1107(102.84 sq.m.)Carpet area: 670 sq.ft. (62.25 sq.m.),2,2,3rd  ,1 to 5 Year Old, Ready to move
Yogsiddhi Sumukh Hills ,"703, Kandivali East,  Mumbai",1.65 Crore,"26,612",Carpet area: 620 (57.6 sq.m.),2,2,7th  ,0 to 1 Year Old, Ready to move
Raunak Unnathi Woods Phase 6 ," Thane West, Thane, Mumbai",85 Lac,"8,594",Super Built up area 989(91.88 sq.m.)Carpet area: 623 sq.ft. (57.88 sq.m.),2,2,5th  ,1 to 5 Year Old, Ready to move
Prasham Vishal 2 ,"602, Borivali West,  Mumbai",3.05 Crore,"33,738",Carpet area: 904 (83.98 sq.m.),3,3,6th  ,1 to 5 Year Old, Ready to move
Unnamed Property," Malad West,  Mumbai",72 Lac,"14,400",Carpet area: 500 (46.45 sq.m.),1,1,5th  ,10+ Year Old, Ready to move
Vijay Park ," Kasar vadavali, Thane, Mumbai",48.5 Lac,"8,083",Super Built up area 600(55.74 sq.m.)Carpet area: 410 sq.ft. (38.09 sq.m.),1,1,3rd  ,10+ Year Old, Ready to move
Omkar Alta Monte ,"Omkar Alta Monte Malad East, Malad East,  Mumbai",3.18 Crore,"25,645",Super Built up area 1750(162.58 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),3,3,39th  ,0 to 1 Year Old, Ready to move
Haware Tiara ," Sector 13 Kharghar, Navi-Mumbai, Mumbai",1.7 Crore,"10,967",Built Up area: 1550 (144 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,3,11st  ,5 to 10 Year Old, Ready to move
Unnamed Property," Kharghar, Navi-Mumbai, Mumbai",92 Lac,"7,666",Super Built up area 1200(111.48 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,4th  ,10+ Year Old, Ready to move
Sai Ashirwad ," Mira Road, Mira Road And Beyond, Mumbai",36.5 Lac,"10,138",Super Built up area 360(33.45 sq.m.)Carpet area: 270 sq.ft. (25.08 sq.m.),1,1,Ground,10+ Year Old, Ready to move
Advance Heights ," Kharghar, Navi-Mumbai, Mumbai",1 Crore,"8,849",Super Built up area 1130(104.98 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,13rd  ,0 to 1 Year Old, Ready to move
Unnamed Property," Ghotkamp Koyana Vele, Navi-Mumbai, Mumbai",45 Lac,"7,500",Carpet area: 600 (55.74 sq.m.),2,2,2nd  ,0 to 1 Year Old, Ready to move
Siddhivinayak Garima ," Taloja, Navi-Mumbai, Mumbai",32 Lac,"8,000",Carpet area: 400 (37.16 sq.m.),1,2,2nd  ,1 to 5 Year Old, Ready to move
Unnamed Property," Juhu, Mumbai South West, Mumbai",24 Crore,"42,105",Super Built up area 5700(529.55 sq.m.)Built Up area: 4560 sq.ft. (423.64 sq.m.)Carpet area: 3800 sq.ft. (353.03 sq.m.),4,4,1st  ,10+ Year Old, Ready to move Property
Unnamed Property," Juhu, Mumbai South West, Mumbai",4.5 Crore,"30,000",Super Built up area 1500(139.35 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3,3,5th  ,5 to 10 Year Old, Ready to move Property
Gajora Kalpavruksha Valley ," Sector 23 Taloja, Navi-Mumbai, Mumbai",42 Lac,84,Carpet area: 49454 (4594.43 sq.m.),1,2,1st  ,0 to 1 Year Old, Ready to move
Sai Kaveesha ," Taloja, Navi-Mumbai, Mumbai",36 Lac,"8,571",Carpet area: 420 (39.02 sq.m.),1,1,10th  ,0 to 1 Year Old, Ready to move
Sai Kaveesha ," Taloja, Navi-Mumbai, Mumbai",35 Lac,"8,313",Carpet area: 421 (39.11 sq.m.),1,1,11st  ,0 to 1 Year Old, Ready to move
Paradise Sai Riverdale ," Taloja Panchanand, Navi-Mumbai, Mumbai",80 Lac,"7,174",Super Built up area 1115(103.59 sq.m.),2,2,3rd  ,1 to 5 Year Old, Ready to move
Baline Residency ," Taloja Panchanand, Navi-Mumbai, Mumbai",75 Lac,"7,352",Super Built up area 1020(94.76 sq.m.),2,2,3rd  ,1 to 5 Year Old, Ready to move
Baline Residency ," Taloja Panchanand, Navi-Mumbai, Mumbai",75 Lac,"6,521",Super Built up area 1150(106.84 sq.m.),2,2,2nd  ,1 to 5 Year Old, Ready to move
Unnamed Property," Dahisar West,  Mumbai",1.46 Crore,"27,238",Carpet area: 536 (49.8 sq.m.),2,2,1st  ,1 to 5 Year Old, Ready to move Property
Unnamed Property," Borivali West,  Mumbai",1.62 Crore,"28,672",Carpet area: 565 (52.49 sq.m.),2,2,13rd  ,0 to 1 Year Old, Ready to move Property
Unnamed Property," Borivali West,  Mumbai",1.05 Crore,"23,333",Carpet area: 450 (41.81 sq.m.),1,1,2nd  ,10+ Year Old, Ready to move Property
Unnamed Property," Vazira,  Mumbai",1.1 Crore,"27,500",Carpet area: 400 (37.16 sq.m.),1,1,6th  ,5 to 10 Year Old, Ready to move Property
Mallhar Bhimashankar Heights ," Kandarpada,  Mumbai",1.95 Crore,"26,566",Carpet area: 734 (68.19 sq.m.),2,3,19th  ,0 to 1 Year Old, Ready to move Property
Omkar Vive ," kurla west, Central Mumbai suburbs, Mumbai",1.05 Crore,"25,672",Carpet area: 409 (38 sq.m.),1,1,2nd  ,0 to 1 Year Old, Ready to move
Ventures Residency ,"123, Kharghar, Navi-Mumbai, Mumbai",90 Lac,"7,317",Super Built up area 1230(114.27 sq.m.),2,2,11st  ,5 to 10 Year Old, Ready to move
Bhoomi Park ,"302, Jankalyan Nagar,  Mumbai",88 Lac,"14,080",Super Built up area 625(58.06 sq.m.)Carpet area: 431 sq.ft. (40.04 sq.m.),1,2,3rd  ,10+ Year Old, Ready to move Property
Silicon Park ,"1401, Jankalyan Nagar,  Mumbai",90 Lac,"12,857",Super Built up area 700(65.03 sq.m.)Carpet area: 410 sq.ft. (38.09 sq.m.),1,2,14th  ,1 to 5 Year Old, Ready to move Property
Gurukrupa Marina Enclave ,"1301, Malad West,  Mumbai",1.05 Crore,"23,230",Carpet area: 452 (41.99 sq.m.),1,2,13rd  ,1 to 5 Year Old, Ready to move Property
Gurukrupa Marina Enclave ,"1202, Malad West,  Mumbai",1.42 Crore,"22,257",Carpet area: 638 (59.27 sq.m.),2,2,12nd  ,0 to 1 Year Old, Ready to move Property
Gurukrupa Marina Enclave ,"1201, Malad West,  Mumbai",1.41 Crore,"22,204",Carpet area: 635 (58.99 sq.m.),2,2,12nd  ,0 to 1 Year Old, Ready to move Property
Gurukrupa Marina Enclave ,"1203, Malad West,  Mumbai",1.55 Crore,"24,409",Carpet area: 635 (58.99 sq.m.),2,2,12nd  ,0 to 1 Year Old, Ready to move Property
Gurukrupa Marina Enclave ,"1204, Malad West,  Mumbai",2.02 Crore,"24,105",Carpet area: 838 (77.85 sq.m.),3,3,12nd  ,0 to 1 Year Old, Ready to move Property
Bhoomi Park ,"901, Jankalyan Nagar,  Mumbai",1.85 Crore,"15,416",Super Built up area 1200(111.48 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3,3,9th  ,10+ Year Old, Ready to move Property
Tricity Symphony ," Sector 35 Kharghar, Navi-Mumbai, Mumbai",90 Lac,"8,333",Super Built up area 1080(100.34 sq.m.),2,2,5th  ,5 to 10 Year Old, Ready to move Property
Royal Oasis ,"1302, Jankalyan Nagar,  Mumbai",1.41 Crore,"21,001",Carpet area: 669 (62.15 sq.m.),2,2,13rd  ,5 to 10 Year Old, Ready to move Property
Royal Oasis ,"902, Jankalyan Nagar,  Mumbai",1.35 Crore,"22,500",Carpet area: 600 (55.74 sq.m.),2,2,9th  ,5 to 10 Year Old, Ready to move Property
Royal Oasis ,"805, Jankalyan Nagar,  Mumbai",1.4 Crore,"23,333",Carpet area: 600 (55.74 sq.m.),2,2,8th  ,5 to 10 Year Old, Ready to move Property
Ahuja Sea Shell Apartment ," Sector 8 Charkop,  Mumbai",1.28 Crore,"18,962",Carpet area: 675 (62.71 sq.m.),2,2,2nd  ,10+ Year Old, Ready to move
Sunteck City Avenue 1 ,"1903, Goregaon West,  Mumbai",2.39 Crore,"19,916",Super Built up area 1200(111.48 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 866 sq.ft. (80.45 sq.m.),2,2,19th  ,0 to 1 Year Old, Ready to move Property
Yashwant Arcade CHS ," Koparkhairane, Navi-Mumbai, Mumbai",96 Lac,"14,769",Carpet area: 650 (60.39 sq.m.),2,2,2nd  ,5 to 10 Year Old, Ready to move
Triveni Laurel ,"1652, Gauripada, Mumbai Beyond Thane, Mumbai",1.05 Crore,"9,083",Super Built up area 1156(107.4 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,15th  ,5 to 10 Year Old, Ready to move
Unnamed Property,"6542, Khadakpada, Mumbai Beyond Thane, Mumbai",1.22 Crore,"7,896",Built Up area: 1545 (143.54 sq.m.)Carpet area: 1045 sq.ft. (97.08 sq.m.),3,3,9th  ,5 to 10 Year Old, Ready to move
Kings Court by TCJ Realty ,"1235, Kalyan West, Mumbai Beyond Thane, Mumbai",82 Lac,"7,008",Super Built up area 1170(108.7 sq.m.)Carpet area: 765 sq.ft. (71.07 sq.m.),2,2,3rd  ,5 to 10 Year Old, Ready to move
Tharwani Riverdale ,"2356, Khadakpada, Mumbai Beyond Thane, Mumbai",75 Lac,"6,637",Super Built up area 1130(104.98 sq.m.)Carpet area: 736 sq.ft. (68.38 sq.m.),2,2,2nd  ,5 to 10 Year Old, Ready to move
Mohan Highlands ," Katrap, Mumbai Beyond Thane, Mumbai",60 Lac,"4,511",Built Up area: 1330 (123.56 sq.m.),3,3,3rd  ,1 to 5 Year Old, Ready to move
Unnamed Property," secter 7 koparkhairne, Navi-Mumbai, Mumbai",1.1 Crore,"10,476",Super Built up area 1050(97.55 sq.m.)Built Up area: 886 sq.ft. (82.31 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,Ground,5 to 10 Year Old, Ready to move
Deep Manohar Shreeji Nirvana ," Badlapur East, Mumbai Beyond Thane, Mumbai",37 Lac,"4,625",Built Up area: 800 (74.32 sq.m.),2,2,1st  ,1 to 5 Year Old, Ready to move
Satyam Paradise ," Katrap, Mumbai Beyond Thane, Mumbai",37 Lac,"4,228",Built Up area: 875 (81.29 sq.m.),2,2,6th  ,5 to 10 Year Old, Ready to move
Unnamed Property,"1234, Tilak chowk, Mumbai Beyond Thane, Mumbai",95 Lac,"10,270",Built Up area: 925 (85.94 sq.m.)Carpet area: 625 sq.ft. (58.06 sq.m.),2,2,6th  ,1 to 5 Year Old, Ready to move
Unnamed Property,"4532, Adharwadi, Mumbai Beyond Thane, Mumbai",1.72 Crore,"5,733",Built Up area: 3000 (278.71 sq.m.)Carpet area: 2160 sq.ft. (200.67 sq.m.),4,4,14th  ,10+ Year Old, Ready to move
Unnamed Property," Vile Parle East, Mumbai South West, Mumbai",4.03 Crore,"32,162",Built Up area: 1253 (116.41 sq.m.)Carpet area: 895 sq.ft. (83.15 sq.m.),3,3,10th  ,0 to 1 Year Old, Ready to move
Maghnani Euphoria ,"Near New Daily Mart, Sector 18 Ulwe, Navi-Mumbai, Mumbai",53.51 Lac,"7,611",Super Built up area 703(65.31 sq.m.),1,2,1st  ,0 to 1 Year Old, Ready to move Property
Unnamed Property,"Near Ramseth Thakur Sports Complex, Sector 16 Ulwe, Navi-Mumbai, Mumbai",70 Lac,"7,000",Super Built up area 1000(92.9 sq.m.),2,2,2nd  ,0 to 1 Year Old, Ready to move Property
Lodha Aurum Grande ," Kanjur Marg East, Central Mumbai suburbs, Mumbai",2.1 Crore,"26,415",Carpet area: 795 (73.86 sq.m.),2,2,33rd  ,1 to 5 Year Old, Ready to move
Arkade Earth ," Kanjur Marg East, Central Mumbai suburbs, Mumbai",1.98 Crore,"17,647",Super Built up area 1122(104.24 sq.m.)Built Up area: 925 sq.ft. (85.94 sq.m.)Carpet area: 707 sq.ft. (65.68 sq.m.),2,2,19th  ,0 to 1 Year Old, Ready to move
Kanakia Hollywood ," Versova,  Mumbai",7.25 Crore,"46,774",Carpet area: 1550 (144 sq.m.),4,4,15th  ,1 to 5 Year Old, Ready to move
Unnamed Property," Bandra East, Mumbai South West, Mumbai",1.05 Crore,"27,631",Carpet area: 380 (35.3 sq.m.),1,1,3rd  ,10+ Year Old, Ready to move
Cosmos Park ," kavesar, Thane, Mumbai",1.2 Crore,"14,117",Carpet area: 850 (78.97 sq.m.),2,3,7th  ,5 to 10 Year Old, Ready to move
Cosmos Park ," kavesar, Thane, Mumbai",60 Lac,"9,600",Super Built up area 625(58.06 sq.m.)Built Up area: 580 sq.ft. (53.88 sq.m.)Carpet area: 425 sq.ft. (39.48 sq.m.),1,2,1st  ,5 to 10 Year Old, Ready to move
Cosmos Park ," kavesar, Thane, Mumbai",85 Lac,"14,655",Carpet area: 580 (53.88 sq.m.),2,2,4th  ,5 to 10 Year Old, Ready to move
Evershine Avenue ," Virar West, Mira Road And Beyond, Mumbai",42 Lac,"4,285",Super Built up area 980(91.04 sq.m.)Carpet area: 620 sq.ft. (57.6 sq.m.),2,2,1st  ,1 to 5 Year Old, Ready to move
Agarwal Solitaire ," Virar West, Mira Road And Beyond, Mumbai",33 Lac,"5,365",Super Built up area 625(58.06 sq.m.)Carpet area: 615 sq.ft. (57.14 sq.m.),1,2,6th  ,1 to 5 Year Old, Ready to move
Vishwa Hans ,"602, Sector 35 Kharghar, Navi-Mumbai, Mumbai",1.17 Crore,"14,233",Carpet area: 822 (76.37 sq.m.),2,2,8th  ,1 to 5 Year Old, Ready to move Property
Vijay Vilas ," kavesar, Thane, Mumbai",88 Lac,"9,411",Super Built up area 935(86.86 sq.m.)Built Up area: 855 sq.ft. (79.43 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,7th  ,5 to 10 Year Old, Ready to move
Unnamed Property,"501, Bhandup Village Road, Central Mumbai suburbs, Mumbai",85 Lac,"15,740",Built Up area: 540 (50.17 sq.m.)Carpet area: 412 sq.ft. (38.28 sq.m.),1,2,5th  ,10+ Year Old, Ready to move
Unnamed Property," Bhandup East, Central Mumbai suburbs, Mumbai",80 Lac,"18,390",Built Up area: 435 (40.41 sq.m.)Carpet area: 345 sq.ft. (32.05 sq.m.),1,1,6th  ,10+ Year Old, Ready to move
Orovia Phase 1 ," Hiranandani-Estate, Thane, Mumbai",1.35 Crore,"15,340",Carpet area: 880 (81.75 sq.m.),3,3,15th  ,0 to 1 Year Old, Ready to move
Trishul Symphony ," Sector 19 Kharghar, Navi-Mumbai, Mumbai",1.74 Crore,"8,700",Super Built up area 2000(185.81 sq.m.),3,3,12nd  ,1 to 5 Year Old, Ready to move Property
Rachna Mangala Residency ," Taloja, Navi-Mumbai, Mumbai",80 Lac,"6,400",Built Up area: 1250 (116.13 sq.m.),2,2,16th  ,1 to 5 Year Old, Ready to move Property
