Property_Name,Location,Region,Property_Age,Availability,Area_Tpye,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
Unnamed Property,Belapur Navi Mumbai Mumbai,Belapur Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,2200,11363,11,4,4,250
Lodha The Park ,Worli South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1450,60000,59,3,4,730
Sai Satyam Residency ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,5 to 10 Year,Ready To Move,Built Up Area,670,5671,5,1,2,38
Triveni Ultima Bliss ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Built Up Area,1545,7766,18,3,4,120
Unnamed Property,804 Chikhal Dongari Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,650,4384,10,1,2,28.5
Unnamed Property,Mazgaon Mumbai Harbour Mumbai,Mumbai Harbour,5 to 10 Year,Ready To Move,Carpet Area,425,37647,6,1,2,160
Unnamed Property,Sector 20 Airoli Navi Mumbai Mumbai,Airoli Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,550,10909,2,1,1,60
Unnamed Property,Sector 20 Airoli Navi Mumbai Mumbai,Airoli Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,625,12480,3,1,1,78
Unnamed Property,Mazgaon Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Carpet Area,400,41250,5,1,1,165
Aristo Pearl Residency ,Prabhadevi South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1510,34437,5,2,2,520
Unnamed Property,Panchpakhadi Thane West Thane West Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,700,17857,1,1,2,125
Space India Vishesh Homes ,111 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,640,7578,4,1,1,48.5
Hiranandani Rodas Enclave ,Hiranandani Estate Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Carpet Area,1352,24408,15,3,3,330
Reliable Balaji Shrishti ,Kalamboli Navi Mumbai Mumbai,Kalamboli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1090,7706,6,2,2,84
Ronak Residency ,Roadpali Navi Mumbai Mumbai,Roadpali Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,984,7113,6,2,2,70
Shree Shivankar CHS ,Matunga South Mumbai Mumbai,Matunga Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1030,53398,6,2,2,550
Raunak City 2 ,1405 Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Super Built Up Area,607,6013,14,1,1,36.5
Haware Green Park ,111 Sector 22 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,980,5612,0,2,2,55
Hiranandani Eagleridge ,Hiranandani Estate Hiranandani Estate Thane Mumbai,Hiranandani Thane,0 to 1 Year,Ready To Move,Carpet Area,1093,28270,23,3,3,309
Infinity Avenue ,Sector 8 Ulwe Navi Mumbai 410206 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1000,7000,1,2,2,70
Progressives Meera Aangan ,Sector 2 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1700,10294,7,3,3,175
Unnamed Property,101 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050,6676,4,2,2,70.1
Runwal Forests ,3003 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1075,18139,32,2,2,195
Runwal Forests ,2601 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,672,18154,26,2,2,122
Runwal Forests ,Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,944,17478,16,2,2,165
Unnamed Property,111 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1150,7808,11,2,2,89.8
Gurukrupa Aramus Complex ,010 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,688,8575,10,1,1,59
Satyam Majestic ,013 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1550,8387,13,3,3,130
L and T Crescent Bay ,Parel South Mumbai Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Carpet Area,2400,50000,6,4,4,1200
Avicon Levante ,013 Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,700,8571,8,1,2,60
Yash Heights ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,751,11984,6,2,2,90
Unnamed Property,Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1080,9629,8,2,2,104
JHV Hira Laxmi Heights ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,968,9917,13,2,2,96
JHV Hira Laxmi Heights ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1065,8920,13,2,2,95
Neelkanth Heights ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1585,13249,17,3,3,210
B and M Atlantis ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,700,23571,11,2,2,165
Pradeep Aakashi Nidhi CHS ,Ramdev Park Mira Road Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Super Built Up Area,585,10769,3,1,2,63
Shanti Green Palms ,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1140,14035,13,2,2,160
Unnamed Property,Kanakia Park Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,675,11851,2,2,2,80
Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,704,10227,4,3,2,72
Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,450,7111,1,1,1,32
Regency Heights ,0000 Thane West Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,816,19607,4,2,2,160
Regency Heights ,Thane West Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,1019,19627,8,3,3,200
Blue Bell ,Dahisar East Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,480,21875,2,2,2,105
Unnamed Property,Dahisar West Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,300,21500,2,1,1,64.5
Unnamed Property,603 Dahisar West Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,430,22732,6,1,2,97.8
Unnamed Property,Dahisar West Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,365,21369,3,1,1,78
Unnamed Property,Mhatre Wadi Mumbai,Mhatre Wadi,5 to 10 Year,Ready To Move,Carpet Area,550,23409,2,2,2,129
Unnamed Property,thakurli Mumbai Beyond Thane Mumbai,Thakurli Mumbai,1 to 5 Year,Ready To Move,Carpet Area,750,10000,2,2,2,75
Unnamed Property,thakurli Mumbai Beyond Thane Mumbai,Thakurli Mumbai,1 to 5 Year,Ready To Move,Carpet Area,510,10803,5,1,1,55.1
Unnamed Property,thakurli Mumbai Beyond Thane Mumbai,Thakurli Mumbai,1 to 5 Year,Ready To Move,Carpet Area,500,11000,2,1,1,55
GHP Powai Vihar Complex ,Near Hiranandani Powai Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Super Built Up Area,950,15263,5,2,2,145
Aishwarya Heights ,Mulund East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,633,31595,8,2,2,200
Wadhwa Boulevard ,The Address Opp R City Mall Lbs Marg Ghatkopar West Mumbai Ghatkopar West Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1569,21669,10,3,2,340
Unnamed Property,Mira Road Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Carpet Area,425,15294,6,1,2,65
Unnamed Property,Dahisar West Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,550,21818,4,2,2,120
Regency Anantam ,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,778,11311,23,2,2,88
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Carpet Area,525,12380,2,1,1,65
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Carpet Area,670,11940,2,2,2,80
Siddhi Belleza ,7th Kutak Bandhan Navi Mumbai Mumbai,Bandhan Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1185,8438,7,2,2,100
Unique Twins Tower CHS ,7th Floor Sector 20 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1650,11212,7,3,3,185
Haware Tiara ,14th Sector 13 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1400,11785,14,3,3,165
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Carpet Area,870,12068,2,2,2,105
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,700,16428,3,2,2,115
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,750,13600,1,2,2,102
Lodha Casa Bella ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,578,7439,2,2,2,43
Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,450,7555,1,1,1,34
Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,630,7777,17,2,2,49
Lodha Casa Bella Gold ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Super Built Up Area,585,5811,3,1,1,34
Giriraj Horizon ,4th Floor Sector 20 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1507,11280,4,3,3,170
Kesar Gardens ,4th Sector 20 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,610,12622,4,1,2,77
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,470,9574,1,1,1,45
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,470,10638,3,1,1,50
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,430,8604,3,1,1,37
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,500,10000,2,1,1,50
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,520,9615,4,2,2,50
Galaxy Orion ,16th Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1077,8820,16,2,2,95
GHP Woodland Heights ,Sangharsh Nagar Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,530,21698,3,1,2,115
Dosti Vihar ,Samata Nagar Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,420,19345,7,1,2,81.2
Dosti Vihar ,Samata Nagar Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,900,16722,2,3,2,150
Monte South ,Monte South Byculla Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1150,46956,17,3,3,540
Monte South ,Byculla Byculla Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,941,45058,29,2,2,424
Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1420,47887,25,3,3,680
Lodha The Park ,Worli Worli South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1092,63186,40,3,3,690
Lodha The Park ,Worli Worli South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Carpet Area,893,61030,37,2,2,545
Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1565,47603,21,3,3,745
Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,2800,49107,21,4,4,1375
Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1080,50925,18,2,2,550
Piramal Aranya ,Byculla East Byculla East Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,2080,51682,19,4,4,1075
Rohan Lifescapes Prithvii ,Ghatkopar West Ghatkopar West Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1313,26656,2,3,4,350
Lodha New Cuffe Parade ,Lodha New Cuffe Parade wadala Wadala Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,1076,36245,42,3,2,390
Unnamed Property,101 Sector 29 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1000,30000,1,3,2,300
L and T Crescent Bay ,Parel Parel South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Carpet Area,882,39682,25,2,2,350
L and T Crescent Bay ,Parel Parel South Mumbai Mumbai,South Mumbai,0 to 1 Year,Ready To Move,Carpet Area,2400,50000,48,4,4,1200
Fortune Springs ,1002 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,660,9848,11,1,2,65
Lodha Codename Bullseye ,Gcc Club Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,980,11428,17,2,2,112
Lodha Codename Bullseye ,Gcc Club Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,760,8289,15,1,2,63
JP North ,Vinay Nagar Mira Road East Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,585,14720,17,1,1,58
Satyam Imperial Heights ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,2300,24304,34,4,4,559
Unnamed Property,Sector 10 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,1160,7758,12,2,2,90
Gujrat Indralok Heights ,Bhayander East Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,615,10081,3,1,1,62
Giriraj Sarvoday Greens ,Bhiwandi Mumbai Beyond Thane Mumbai,Bhiwandi,0 to 1 Year,Ready To Move,Carpet Area,480,6250,10,1,2,30
Cosmos Park ,kavesar Thane Mumbai,Kavesar Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1085,9677,5,3,3,105
Unnamed Property,Bhandup West Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,650,12000,4,1,2,78
Orovia Phase 1 ,0000 Hiranandani Estate Thane Mumbai,Hiranandani Thane,0 to 1 Year,Ready To Move,Carpet Area,1350,11851,12,3,2,160
Unnamed Property,Bhayander East Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Built Up Area,325,8923,0,1,1,29
Unnamed Property,Behind Vakola Church Vakola Mumbai South West Mumbai,South Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,650,16923,4,1,1,110
Unnamed Property,001 Andheri West Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Carpet Area,1100,38636,15,3,3,425
Oberoi Springs ,001 Andheri West Mumbai,Andheri Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1700,61764,28,6,4,1050
Unnamed Property,001 Lokhandwala Andheri West Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Carpet Area,1100,34545,3,3,3,380
Unnamed Property,Off Main Road Sector 18 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1000,9500,1,2,2,95
Unnamed Property,Main Road Sector 6 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1000,12500,3,2,2,125
Kishor Kunj ,Virar Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Super Built Up Area,850,4765,3,2,2,40.5
Avishi Skyline Complex ,Manda Mumbai Beyond Thane Mumbai,Manda Mumbai,0 to 1 Year,Ready To Move,Carpet Area,410,7707,1,1,1,31.6
Simran Sapphire ,0000 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1150,9739,9,2,2,112
Sunshine Solaris ,Virar West Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,725,4166,4,1,2,30.2
Mukti Shantinath Tower ,Virar West Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,925,4270,7,2,2,39.5
Ravi Gaurav City ,Mira Road East Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Super Built Up Area,500,8400,7,1,1,42
Kotharis Seven Eleven Complex ,Bevarly Park Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,965,7772,3,2,2,75
Salangpur Salasar Aangan ,Kanakia Park Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,450,9333,0,1,1,42
Basudeo Vasudev Planet ,Mira Road Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,945,8253,12,2,2,78
Unnamed Property,1st Chandan Shanti Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,550,9636,1,1,1,53
Neelsidhi Anexo ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,438,23059,9,1,2,101
Vijay Orion ,kavesar Thane Mumbai,Kavesar Thane,1 to 5 Year,Ready To Move,Carpet Area,2200,17272,15,4,4,380
Unnamed Property,Opp Apna Bank Sector 18 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,980,6684,6,2,2,65.5
Tapovan Aura ,Prime Locality Of Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1165,8154,13,2,2,95
Unnamed Property,Waghbil Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,669,19431,26,2,2,130
Dedhia El Canto ,Dongripada Thane Mumbai,Dongripada Thane,1 to 5 Year,Ready To Move,Carpet Area,720,17361,12,2,2,125
Vijay Enclave ,Vijay Nagari Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,1190,11764,8,3,3,140
Vijay Galaxy ,506 Vijay Nagari Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,638,16927,5,2,2,108
Paradise Sai World City ,2000 Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,3090,9385,20,4,4,290
Paradise Sai Mannat ,600 Sector 34A Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1305,10727,24,2,2,140
Meena Residency ,1000 Sector 36 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1700,7647,4,3,3,130
RS Exotica ,500 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1100,10454,5,2,2,115
VCON Athens ,300 Sector 35E Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,670,10149,6,1,1,68
Piramal Vaikunth ,Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Carpet Area,1370,21897,7,3,3,300
Unnamed Property,Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1100,14090,3,3,3,155
Unnamed Property,1604 Sector 24 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,700,11428,16,2,2,80
Ashar Edge ,Pokhran 2 Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1484,18867,30,3,3,280
Ashar Edge ,Pokhran 2 Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,684,16081,30,1,2,110
Ashar Edge ,Pokhran 2 Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,964,17116,30,2,2,165
Ashar Edge ,Pokhran 2 Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,727,21870,30,2,2,159
Runwal Dahlia ,0000 Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Carpet Area,1174,17887,25,3,3,210
Bredco Viceroy Court ,701 Kandivali East Mumbai,Kandivali Mumbai,10+ Year,Ready To Move,Super Built Up Area,990,19696,8,2,2,195
Saivijay Kamalja ,Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1100,8181,5,2,2,90
Lodha Codename Bullseye ,2001 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,668,16616,23,2,2,111
Bhoomi Elegant ,Kandivali East Mumbai,Kandivali Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,610,15081,3,1,2,92
Bhoomi Elegant ,Kandivali East Mumbai,Kandivali Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,610,14590,4,1,2,89
Bhoomi Elegant ,Kandivali East Mumbai,Kandivali Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1005,14925,2,2,2,150
Abhiyanta CHS ,203 Sanpada Navi Mumbai Mumbai,Sanpada Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,375,18666,4,1,1,70
Unnamed Property,103 Sector 35I Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,650,6461,1,1,2,42
Paradise Sai Solitaire ,1001 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1500,11666,10,3,3,175
Siddhi Belleza ,101 Kutak Bandhan Navi Mumbai Mumbai,Bandhan Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1185,7426,1,2,2,88
Raikar Sujata Empress ,1001 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1080,7407,10,2,2,80
Lord Sai Prasad ,301 Sector 34 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,650,6615,3,1,1,43
Bhoomi Maple Hills ,Sector 35I Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1115,9147,1,2,2,102
Haware Nirmiti ,1204 Sector 22 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,585,7521,13,1,1,44
Unnamed Property,502 Sector 22 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,615,8455,2,1,1,52
Unnamed Property,Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1100,11090,11,2,2,122
Haware Splendor ,Sector 20 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,650,9692,2,1,1,63
Sai Haridra ,1701 Sector 35G Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1175,8936,17,2,2,105
Earth Aditya Heights ,000 Sector 19 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050,9523,13,2,2,100
Jewel Ekvira ,Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1530,9477,5,3,3,145
Unnamed Property,Sector 36 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,550,7454,9,1,1,41
R S Grandeur ,1101 Sector 19 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1100,11363,11,2,2,125
Raunak Paradise ,Pokhran 2 Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Super Built Up Area,995,12060,10,2,2,120
Hiranandani The Walk ,0000 Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Built Up Area,620,15806,12,1,2,98
Payal CHS ,Asha Nagar Mumbai,Asha Nagar,10+ Year,Ready To Move,Carpet Area,420,22619,3,1,1,95
Unnamed Property,Sector 26 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,1050,11428,1,2,2,120
